geoid,zip_code
34035050801,08807
34035052400,07920
34035053501,08873
34023003001,07095
34023003002,07095
34023003101,08840
34035053905,08502
34035050704,08807
34023003300,07095
34023003203,08863
34023007908,08879
34023007909,08857
34023007910,07747
34027041200,07046
34027041500,07834
34027041602,07834
34023006606,08816
34023004300,08861
34023001001,07080
34023007702,08857
34023002302,07067
34023003401,07077
34023003500,07008
34023003700,07008
34023004000,08861
34027041901,07936
34027045402,07850
34027042100,07981
34027040702,07405
34027044404,07866
34027044401,07435
34027044403,07885
34027044601,07438
34027041803,07054
34027040701,07405
34027045300,07885
34027041300,07046
34023008103,08828
34023008001,08879
34023008204,08831
34027045701,07869
34027041702,07034
34027040803,07058
34027044701,07849
34027046104,07836
34027041400,07834
34027041604,07950
34027045501,07876
34027044101,07946
34027046201,07853
34027041704,07034
34027041902,07936
34027046297,07853
34027044000,07928
34027046298,07853
34027044200,07960
34027044102,07933
34027040200,07444
34027044602,07438
34027043401,07869
34027044504,07866
34027040805,07045
34027043100,07940
34027043200,07940
34027043301,07960
34027043302,07960
34023004700,08861
34023004200,08861
34023004800,08861
34027043000,07940
34027043303,07960
34023005000,08861
34023005100,08901
34023005200,08901
34023005300,08901
34023004400,08861
34023008205,08831
34023008206,08831
34023008207,08831
34003005000,07072
34003007001,07624
34003007002,07624
34003010100,07628
34027040801,07082
34027040900,07005
34027041000,07005
34027041100,07005
34003017400,07410
34003018200,07022
34003019102,07024
34023005500,08901
34023005700,08901
34023006101,08902
34023006103,08902
34003011100,07407
34003011200,07407
34003011300,07407
34003011400,07407
34003014000,07630
34003015200,07631
34003015300,07631
34023008209,08831
34023008300,08831
34003015500,07631
34003016000,07632
34027043402,07960
34027043500,07960
34027043900,07928
34027044300,07866
34003010300,07649
34003017200,07410
34023002000,08840
34023004100,08861
34023006800,08882
34023006900,08882
34023007000,08882
34023007101,08872
34003056100,07463
34017002800,07306
34027041603,07005
34027041701,07034
34027041801,07054
34027041802,07054
34003061300,07481
34023000608,08854
34023000701,08854
34023000702,08854
34023000801,07080
34023001410,08820
34023001411,08820
34023001412,08820
34023001413,08820
34023001414,08820
34023001415,08820
34023007102,08872
34023007103,08872
34025812502,08535
34025806202,07764
34025803201,07733
34025809301,08736
34025809302,08736
34025810101,07726
34025812100,07760
34003002200,07647
34003002300,07648
34003003100,07621
34003003200,07621
34023000901,07080
34023001417,08820
34023001502,08817
34023001504,08817
34023001600,08817
34023001701,08817
34023001803,08817
34023001805,08837
34023006104,08902
34025812400,07723
34025990000,07760
34023007202,08872
34023007301,08859
34025803202,07733
34025808701,07719
34023008404,08852
34027042301,07950
34031175704,07055
34031182302,07501
34031223802,07512
34031182301,07501
34031133701,07508
34031133702,07508
34035050701,08807
34035050703,08807
34035054100,07920
34035052904,07921
34035053603,08876
34035054202,08558
34035054201,08502
34035053707,08844
34035052204,07059
34035053904,08502
34035053604,08876
34023009000,07001
34023005601,08901
34023001901,08837
34023001902,08837
34023001903,08837
34023002101,08840
34023006002,08901
34023007911,07747
34023008605,08536
34023008606,08536
34023002102,08840
34023002301,07067
34003032104,07430
34003041302,07650
34003006202,07010
34031223801,07512
34023007402,08879
34023007600,08879
34023008405,08824
34023008501,08852
34023008504,08852
34023008602,08536
34023004900,08861
34027044502,07801
34027044702,07885
34027044800,07801
34023000902,07080
34027045703,07869
34027045704,07869
34027045804,07945
34027046400,07945
34027040101,07035
34023002401,07067
34023002402,07067
34023002500,08830
34023002603,08830
34023002604,08830
34023002605,07067
34023006204,08902
34023002805,07095
34027041706,07005
34013021701,07006
34013021702,07006
34023007703,08857
34023007704,08857
34013022900,07102
34013023100,07103
34013023200,07108
34013980100,07114
34023007801,08857
34023009200,08872
34023009400,08816
34023006001,08901
34023001505,08817
34023001506,08817
34027042200,07927
34013980200,07105
34031175801,07055
34031264200,07522
34027042302,07950
34027042500,07932
34027042700,07928
34027042800,07928
34027042900,07932
34035052203,07059
34023007500,08879
34023007906,08857
34023008502,08512
34023008700,08512
34023000200,08846
34023000300,08812
34023001100,08904
34023001200,08904
34023001300,08904
34023001409,08820
34023006206,08901
34023006207,08902
34023006300,08850
34023006205,08902
34013023000,07103
34029731002,08752
34029731101,08721
34027040400,07457
34027040500,07405
34027040600,07405
34029715902,08701
34029720205,08759
34023000401,08854
34023000403,08854
34023000404,08854
34023000501,08854
34023000603,08854
34003019104,07024
34003019203,07024
34003019303,07024
34003019304,07024
34003040001,07628
34003023301,07601
34003032103,07430
34003032201,07430
34023008102,08884
34023008604,08536
34023002200,08840
34035053706,08844
34035053403,08823
34029736101,08087
34029714000,08723
34029713401,08724
34029717101,08527
34029715401,08701
34029717502,08527
34029731204,08757
34029723000,08755
34029717200,08527
34029711100,08742
34029713201,08724
34029737000,08087
34029720203,08757
34017013500,07029
34017013600,07029
34017013700,07029
34017013900,07029
34017014200,07047
34017014300,07047
34017014600,07047
34017014900,07047
34017015100,07093
34017015500,07093
34017015600,07093
34017015700,07093
34003054500,07666
34003010200,07628
34003047500,07450
34013015200,07003
34003002100,07620
34003009100,07627
34003009200,07641
34013021300,07009
34029711300,08742
34029711400,08742
34029713100,08724
34029713203,08724
34013015400,07003
34013015500,07003
34013015700,07003
34013015800,07003
34013016300,07043
34013016700,07042
34013016800,07042
34013021400,07009
34013021802,07006
34013021803,07006
34013010400,07017
34013016900,07042
34013017301,07052
34013017302,07052
34013017500,07052
34013017600,07052
34013017800,07052
34013017900,07052
34013018200,07050
34017016000,07093
34017016300,07087
34017016400,07087
34017016500,07087
34017016700,07087
34017016900,07087
34017017300,07087
34017017400,07087
34017017600,07087
34017017700,07087
34035053000,08880
34017017800,07087
34017017900,07086
34017018100,07086
34017018200,07086
34013018300,07050
34013018400,07050
34013018600,07050
34013018700,07050
34013019200,07079
34013019300,07079
34013019400,07040
34013019500,07040
34013019700,07040
34013019800,07040
34013019900,07040
34013020200,07041
34013020400,07039
34013020901,07021
34013003700,07103
34013004300,07112
34013007600,07105
34013010800,07017
34013013200,07111
34013015900,07017
34013020000,07078
34013000100,07104
34013000200,07107
34013000400,07107
34013000600,07107
34013001000,07103
34013001100,07102
34013001300,07103
34029731202,08757
34029715301,08701
34029717002,08527
34029723500,08753
34029723600,08753
34029724000,08757
34029725001,08722
34029725002,08722
34029727001,08735
34037371802,07461
34037371801,07461
34029727002,08751
34029729000,08740
34029730000,08741
34029731001,08721
34029731102,08721
34029731206,08757
34029736002,08092
34029738001,08092
34029738002,08008
34019010300,08827
34029713402,08724
34025800602,07758
34025800701,07758
34025800800,07748
34025801200,07748
34025800702,07748
34025802000,07735
34025802300,07730
34025801700,07734
34025802500,07735
34025802600,07721
34003043001,07656
34003043002,07656
34025802700,07747
34025802400,07730
34025803500,07701
34025803900,07760
34025802800,07747
34025803100,07747
34025803400,07701
34025810503,07728
34025810700,07728
34025810900,07728
34025804100,07750
34003038100,07031
34003038300,07031
34025804200,07739
34025811000,07728
34025811401,07731
34025811402,07731
34025811600,07727
34025812000,08501
34025805500,07740
34025805400,07740
34025808402,07719
34025808001,07753
34025809704,07746
34025810401,07728
34025805600,07740
34025805700,07740
34025805800,07740
34025805900,07740
34025806000,07740
34025806100,07740
34003044100,07446
34029739000,08008
34029731203,08757
34029734002,08005
34029732101,08721
34025806400,07755
34025806502,07712
34003006302,07010
34003013004,07020
34003037203,07646
34003006101,07010
34003018101,07022
34003054601,07666
34003030201,07644
34003037204,07646
34003021102,07026
34003021101,07026
34003042102,07652
34003006102,07010
34003017502,07410
34003023201,07601
34003017101,07410
34003008002,07626
34003017501,07410
34003045101,07657
34003015401,07631
34003023202,07601
34003054102,07666
34003054602,07666
34003017301,07410
34003008001,07626
34003042101,07652
34003053201,07458
34003060002,07075
34003030402,07644
34003030401,07644
34003030202,07644
34003034002,07432
34003034001,07432
34003054101,07666
34003053202,07458
34003017302,07410
34003055202,07670
34003001001,07401
34003001002,07401
34003015402,07631
34003017102,07410
34003060001,07075
34003045102,07657
34003055201,07670
34003006301,07010
34003018102,07022
34003023304,07601
34003023303,07601
34003013003,07020
34017018501,07030
34017000102,07047
34017018502,07030
34017018401,07030
34017007001,07302
34017007002,07302
34017010602,07002
34017010701,07002
34017010702,07002
34017003101,07302
34039038101,07974
34039038202,07922
34039038300,07092
34039031903,07202
34039030701,07202
34037371502,07422
34037371503,07421
34039038400,07076
34039038602,07076
34039038900,07062
34039039100,07062
34039039200,07060
34029713700,08724
34039039600,07060
34039039700,07060
34039037700,07901
34029713800,08723
34029736001,08005
34029726000,08732
34029717400,08527
34029720202,08759
34029732001,08734
34029731103,08721
34023007805,08857
34023007806,08857
34029714300,08723
34029714200,08723
34003024100,07675
34003059100,07675
34003033100,07607
34003048200,07661
34003015100,07631
34003049002,07675
34003025200,07604
34003046200,07660
34003032102,07430
34003038200,07031
34003033200,07607
34003035200,07677
34025810102,07726
34029735104,08050
34029736105,08087
34029739100,08733
34029715901,08701
34029720206,08759
34029722001,08755
34039036400,07090
34039036500,07090
34039036600,07090
34039036700,07090
34039036800,07090
34039036900,07027
34039037000,07016
34039037300,07016
34039037400,07016
34039037500,07081
34039037601,07081
34039037100,07016
34039037800,07901
34039037900,07901
34039038000,07901
34003047400,07450
34037374600,07874
34037374700,07843
34037374900,07843
34003013002,07020
34003006201,07010
34003012002,07073
34003019103,07024
34003019305,07024
34003032202,07430
34003040002,07649
34003041301,07650
34037374200,07874
34037372100,07860
34037371300,07418
34037371100,07461
34037371200,07461
34037373000,07439
34037374800,07843
34037374400,07871
34037371600,07460
34037374500,07821
34037374300,07874
34003021300,07026
34003046300,07660
34003042500,07652
34003042400,07652
34035053805,08844
34035051000,08807
34035053703,08844
34035052901,07931
34035050903,08836
34035052002,07060
34035052201,07059
34035050300,08876
34035050902,08807
34035052100,08812
34035050802,08807
34035053602,08853
34035052603,07920
34003057101,07057
34003057102,07057
34003057200,07057
34003058100,07676
34003058200,07676
34003059200,07675
34035053804,08844
34035053901,08553
34019010801,08809
34019010900,08829
34019011202,08822
34019011303,08551
34003044201,07446
34035051600,08835
34035051800,07060
34019011400,08822
34019011900,08530
34019010600,08825
34019011100,08833
34019011500,08825
34013001700,07107
34013001800,07103
34013001900,07106
34013002400,07018
34013003100,07103
34013003500,07103
34013003800,07108
34013004200,07108
34013004400,07112
34013004500,07112
34013004600,07112
34013004700,07112
34013004900,07112
34013005000,07108
34013005300,07108
34035051900,07063
34035052001,07060
34035052300,07069
34035053102,08873
34035053103,08873
34013005400,07112
34013005700,07112
34013006400,07102
34013006700,07102
34013006800,07114
34013007000,07105
34013007100,07105
34013007400,07105
34029713300,08724
34029713500,08724
34035053105,08873
34035053200,08873
34035053300,08873
34029713600,08724
34029713900,08723
34029714100,08723
34035053704,08844
34013007502,07105
34013007900,07105
34013008000,07102
34013008800,07104
34013009000,07104
34013009100,07104
34013009700,07104
34023005602,08901
34013009900,07017
34013010000,07017
34029715600,08701
34029717102,08527
34029717501,08527
34029720102,08759
34029720204,08757
34013000800,07107
34013001400,07103
34029721000,08733
34029722100,08755
34013010100,07017
34013010500,07017
34013011400,07018
34013011500,07018
34013011600,07018
34013011700,07018
34013011900,07111
34029722300,08753
34029722402,08753
34029722600,08753
34029722900,08753
34013012000,07111
34013012300,07111
34013012400,07111
34013012600,07111
34013012700,07111
34013013000,07111
34013013100,07111
34017011200,07002
34017018900,07030
34017018600,07030
34017011300,07002
34017011400,07002
34017005802,07305
34013013300,07111
34013014500,07109
34013014600,07109
34013014700,07109
34029722702,08753
34029723400,08753
34029725100,08722
34029731201,08757
34013014800,07003
34013014900,07003
34013015000,07003
34013015100,07003
34029731205,08757
34013013900,07110
34029738100,08008
34029717300,08527
34029734003,08050
34013014000,07109
34013014400,07109
34013013600,07110
34013013700,07110
34031256804,07480
34031246300,07470
34031181200,07514
34031256803,07480
34031246003,07470
34031223900,07512
34031182400,07504
34031181702,07501
34031256805,07460
34031124900,07011
34031116500,07403
34031180700,07522
34031124402,07014
34031256802,07421
34017012800,07032
34017012900,07032
34039032004,07202
34039032401,07205
34039032102,07208
34039039501,07063
34039032101,07208
34039030704,07202
34039039502,07063
34039032003,07202
34039039301,07060
34031124311,07013
34031124312,07013
34031124321,07013
34031124322,07012
34031124323,07013
34031124500,07011
34031125000,07011
34031125100,07011
34031124601,07011
34031175200,07055
34013020902,07068
34013021000,07044
34013021100,07044
34013021200,07044
34013021602,07006
34031175900,07055
34031180600,07522
34031180800,07524
34031180900,07524
34031181000,07514
34041031302,07874
34031181300,07514
34031181400,07501
34031181500,07501
34031181800,07501
34031181900,07501
34031182000,07501
34031182100,07501
34031182200,07501
34041032101,08802
34031182600,07504
34031182800,07503
34031182900,07503
34031183200,07505
34013021801,07006
34013008900,07104
34039039302,07060
34025800101,07732
34025809503,07751
34025808901,07762
34025809506,07751
34025808502,07719
34025807401,07756
34025807006,07712
34025812600,07724
34025808201,07720
34025808902,07762
34025808501,07719
34025808202,07720
34025803601,07701
34025809505,07751
34025810504,07728
34025803602,07701
34025800102,07732
34025804801,07712
34025810201,07726
34025810202,07726
34025807005,07712
34025810505,07728
34025804802,07753
34025807402,07756
34025809504,07746
34031203600,07508
34031246001,07470
34031246002,07470
34031246101,07470
34031246102,07470
34031246103,07470
34031246104,07470
34031246201,07470
34031246202,07470
34031246203,07470
34031256801,07421
34013020800,07039
34013001600,07107
34013009400,07104
34013000700,07107
34013020700,07039
34013002202,07106
34013000300,07107
34013012500,07111
34013016600,07042
34013015300,07003
34013001500,07107
34003031200,07071
34003048100,07661
34003051100,07070
34013022800,07102
34013007800,07105
34013010600,07017
34013005100,07112
34017002400,07302
34017011600,07002
34017014700,07047
34017005600,07305
34017000902,07306
34017004300,07304
34017013000,07032
34017015300,07093
34017016800,07087
34017019400,07030
34017014000,07047
34017001400,07306
34017013200,07032
34017016200,07087
34017016600,07087
34017018000,07086
34017000400,07307
34017000500,07307
34017000700,07307
34017000800,07087
34017001100,07307
34017001202,07306
34017001300,07307
34017001800,07306
34017001900,07306
34013002100,07106
34013002500,07106
34013002000,07106
34013002600,07103
34013002800,07103
34013003900,07108
34013004100,07108
34013012800,07111
34013013400,07110
34013013500,07110
34013013800,07110
34013014100,07109
34013014200,07109
34013016000,07028
34013004802,07114
34013005200,07112
34013007200,07105
34013007300,07105
34013007501,07105
34031124602,07011
34031124700,07503
34031124800,07011
34013008100,07102
34013008200,07103
34013008700,07104
34013016100,07043
34013016200,07043
34013016400,07042
34013016500,07042
34013017100,07042
34013017200,07042
34013017700,07052
34013018000,07052
34013018800,07050
34013019000,07079
34027045903,07930
34027043602,07960
34027043601,07960
34027040301,07444
34027040302,07440
34027045404,07856
34027046110,07828
34027046500,07876
34027045403,07856
34027046109,07857
34027046108,07828
34027041605,07950
34027042601,07960
34027045504,07836
34027042602,07932
34027044503,07866
34027045904,07930
34027046107,07828
34027043802,07960
34027043801,07960
34027041606,07950
34027045503,07876
34023002701,07001
34023002703,07001
34023002901,07064
34023002902,07095
34023006403,08816
34023007907,08879
34029716000,08701
34023006500,08816
34023006601,08816
34023006604,08831
34039038500,07076
34039039000,07060
34029711200,08742
34029713000,08724
34029715800,08701
34029717001,08527
34029722200,08753
34029722401,08753
34023006605,08816
34023006607,08816
34023006608,08816
34027044900,07801
34027045000,07866
34027045100,07885
34039030200,07206
34039030400,07206
34039030600,07202
34039030802,07202
34039031100,07201
34039031500,07201
34035053705,08844
34029713202,08724
34023004600,08861
34023007303,08859
34023008601,08536
34023001804,08817
34023008101,08884
34023003201,08863
34023007905,08859
34029722500,08735
34029722701,08753
34029722800,08753
34029723100,08753
34029723200,08753
34029723300,08753
34023006701,08884
34023006703,08816
34027045200,07803
34027045603,07869
34027045901,07930
34039032200,07205
34039032300,07205
34039032500,07205
34039032600,07083
34023000802,07080
34023007203,08859
34023005800,08901
34023003102,08863
34023007804,08857
34023001702,08817
34023008406,08824
34013002204,07106
34013002203,07106
34039038701,07023
34039038702,07023
34039033502,07083
34039032402,07205
34039031301,07201
34039980000,07201
34039031302,07201
34039039801,07206
34039032701,07083
34039030703,07202
34039038103,07974
34039038104,07974
34039032702,07083
34039033501,07083
34017006101,07305
34017005901,07305
34017006102,07305
34017007701,07310
34017007702,07310
34017018402,07030
34017014801,07047
34017014802,07047
34017014401,07047
34017014402,07047
34017005902,07305
34017002002,07306
34017007602,07310
34017007601,07302
34017007703,07310
34017015003,07093
34017000101,07307
34017002001,07306
34017010601,07002
34017004104,07304
34017004103,07304
34017003102,07304
34017015004,07093
34025809000,07719
34025809100,07762
34025809200,08750
34025806503,07712
34025806504,07712
34025807004,07712
34025807100,07712
34025807300,07712
34003054200,07666
34003054300,07666
34003054400,07666
34025809600,08857
34025809703,07746
34025810001,07726
34025810002,07726
34025810003,07726
34025807500,07753
34025807600,07753
34025807700,07753
34025810004,07726
34025807800,07753
34025807900,07753
34025810402,07728
34025808300,07717
34035052800,07934
34003049001,07675
34003050000,07662
34003051200,07070
34003051300,07070
34025801300,07701
34025804600,07724
34025801400,07701
34025801800,07735
34025801600,07734
34025800200,07716
34025808100,07753
34025809901,07722
34025805300,07757
34025801500,07738
34025803800,07760
34025803700,07704
34025810800,07728
34025800900,07701
34025803000,07747
34025806501,07712
34025811900,08514
34025808600,07727
34025811301,07731
34025802200,07734
34025809902,07722
34025803300,07733
34025810501,07728
34025806600,07712
34025807200,07712
34025808401,07719
34025808800,08750
34025809903,07722
34025810600,07728
34025811200,07731
34025806300,07711
34025801000,07701
34025802100,07730
34025805001,07724
34025801900,07735
34025809701,07746
34025810300,07726
34025805100,07724
34025809400,08730
34025811303,07731
34025808002,07753
34025811304,07731
34025800400,07748
34003041100,07650
34025800500,07718
34025800601,07748
34025811101,07728
34025811102,07722
34025812200,07724
34025812300,07702
34025811502,07727
34025806201,07764
34025808702,08720
34025812501,08510
34025811501,07731
34003047300,07450
34003051400,07070
34003004002,07603
34003019204,07024
34003052100,07663
34003052200,07663
34003045200,07657
34003046100,07660
34003047100,07450
34003047200,07450
34003044202,07446
34003023502,07601
34037374000,07860
34013009500,07104
34013000500,07107
34013018100,07050
34013006900,07105
34013007700,07105
34013018900,07050
34013022700,07108
34013012900,07111
34013014300,07109
34013015600,07003
34013004801,07112
34013017400,07052
34013021601,07004
34003039100,07436
34003039200,07436
34003030300,07644
34003041200,07650
34003039300,07436
34017017100,07087
34017017500,07087
34017019200,07030
34017000200,07307
34017000300,07307
34017000600,07307
34017002200,07302
34017002700,07306
34003061100,07481
34003023100,07601
34003023401,07601
34003023402,07601
34003031100,07071
34003024200,07640
34003025100,07604
34003026100,07642
34003026200,07642
34003027000,07423
34003055100,07670
34003061200,07481
34003061400,07481
34003028002,07605
34003029100,07643
34003029200,07643
34003030100,07644
34003028001,07605
34003042301,07652
34003031300,07071
34003031400,07071
34003033300,07607
34003035100,07645
34003036200,07074
34003037100,07646
34003037201,07646
34003042302,07652
34013019100,07079
34013019600,07040
34013020100,07041
34013020300,07041
34003019202,07024
34003021600,07026
34013020500,07039
34013020600,07039
34003022100,07452
34013009200,07104
34013009300,07104
34013009600,07104
34017002900,07306
34017003000,07306
34017004200,07304
34017004400,07304
34017004500,07305
34017005300,07305
34017005400,07305
34017005801,07305
34017006000,07305
34013010200,07017
34013010300,07017
34013010700,07017
34013010900,07018
34013011100,07018
34013011200,07018
34013011300,07018
34013011800,07018
34013012100,07111
34013012200,07111
34017006300,07305
34017010100,07002
34017010200,07002
34017010300,07002
34017010400,07002
34017010500,07002
34017010800,07002
34017010900,07002
34017011000,07002
34017011100,07002
34017011500,07002
34017012400,07032
34017012500,07032
34017012600,07032
34003022200,07452
34003020100,07417
34003020200,07417
34029715702,08701
34029739200,08738
34029728002,08752
34029720105,08759
34029734004,08005
34029735003,08050
34029733002,08758
34029732004,08731
34029733001,08752
34029715403,08701
34029728004,08751
34029728001,08752
34029728003,08751
34029736107,08087
34029735106,08092
34029722003,08755
34029735105,08050
34029715001,08701
34029715201,08701
34029715503,08701
34029732003,08731
34029736106,08087
34029720104,08759
34029710102,08742
34029715501,08701
34029720106,08759
34029722004,08755
34029715202,08701
34029715701,08701
34029710101,08742
34029715404,08701
34029715303,08701
34029715002,08701
34029735004,08050
34029720107,08759
34029734005,08005
34029715502,08701
34029715304,08701
34035052905,07921
34035052701,07924
34035052702,07924
34035052906,07921
34035053806,08844
34035053406,08873
34035053807,08844
34003021200,07026
34003021400,07026
34003021500,07026
34031154006,07424
34031154003,07424
34031154004,07424
34031154005,07424
34031196403,07442
34031180204,07522
34031163501,07508
34031143401,07506
34031124202,07013
34031143202,07506
34031182502,07514
34031181101,07514
34031143302,07506
34031143301,07506
34031163502,07508
34031236604,07420
34031236603,07465
34031143402,07506
34031196404,07442
34031124404,07013
34031175604,07055
34031175804,07055
34031180302,07522
34031180301,07522
34031175803,07055
34031124403,07012
34031175603,07055
34031175502,07055
34031181102,07524
34031183002,07503
34031182701,07513
34031182702,07513
34031182501,07504
34031183001,07503
34031175501,07055
34031180102,07502
34031180101,07502
34031180203,07502
34031143201,07506
34031124201,07013
34003053100,07446
34003003402,07621
34003003500,07621
34003003300,07621
34003003401,07621
34023008213,08831
34023008214,08831
34023000102,08846
34023007305,08859
34023000503,08854
34023001003,07080
34023008801,08854
34023008505,08810
34023006209,08902
34023000610,08854
34023007914,08857
34023000101,08846
34023007306,08859
34023008212,08831
34023001419,08837
34023000609,08854
34023006208,08902
34023001418,08840
34023008210,08831
34023003801,07008
34023001004,07080
34023008506,08810
34023007913,08857
34023008211,08831
34023004501,08861
34023003802,07008
34023003601,07008
34023000504,08854
34023004502,08861
34023980000,07008
34003019306,07024
34003023601,07601
34003023501,07601
34025802900,07747
34013006200,07102
34013017000,07042
34013006600,07102
34013000900,07107
34039031601,07201
34003023602,07601
34003004001,07603
34039031801,07208
34039031904,07202
34039039900,07201
34039031802,07208
34035053801,08844
34017019100,07030
34017019300,07030
34017032400,07093
34017001201,07306
34017019000,07030
34017004800,07032
34017012700,07032
34017016100,07087
34019010701,08827
34019011304,08822
34019010400,08802
34019010100,08889
34019011001,08833
34019010702,08801
34019011600,08559
34019010802,08833
34019011301,08867
34019010500,08848
34017017000,07087
34017014501,07047
34017014502,07047
34017001701,07306
34017003500,07302
34017004000,07304
34017004102,07304
34017004600,07304
34017004700,07304
34017004900,07305
34017005200,07305
34017013100,07032
34017013300,07032
34017013400,07029
34039031602,07208
34013002300,07106
34035050200,08876
34035050400,08876
34035050500,08869
34035050600,08869
34035050901,08807
34035051100,08805
34035051200,08805
34035051300,08805
34035051400,08835
34035051500,08835
34035051700,07060
34035053402,08823
34025801100,07748
34035050100,08876
34029720001,08731
34029732103,08731
34029735101,08092
34029980000,08752
34029980100,08008
34029990000,08087
34029732104,08734
34029735001,08050
34031175301,07055
34031175401,07055
34031175601,07014
34031175701,07055
34031175703,07055
34031180201,07502
34031183101,07503
34031183102,07503
34023009300,08901
34017015001,07093
34017018302,07086
34017006800,07305
34031196401,07442
34031264101,07424
34031175302,07055
34017015801,07093
34017018702,07030
34017006600,07302
34017007400,07302
34027041705,07054
34017007800,07302
34017014101,07047
34017015201,07093
34017015202,07093
34017018301,07030
34017020100,07094
34017980100,10004
34017006400,07302
34017006500,07302
34031175402,07055
34031216701,07456
34031236601,07420
34031264102,07424
34031216702,07456
34017006700,07304
34017007500,07302
34017014102,07047
34017018701,07030
34017020000,07094
34017006900,07307
34017007100,07306
34017007200,07302
34017007300,07302
34017015802,07093
34017019800,07094
34017019900,07094
34003012001,07073
34003056200,07463
34037371000,07827
34037372200,07860
34037371700,07462
34037372600,07460
34037374100,07821
34037371400,07461
34037371900,07826
34037372000,07860
34037372500,07416
34037372700,07419
34037372300,07826
34037372400,07848
34027046000,07857
34027046103,07836
34027046202,07853
34027040102,07035
34027040804,07045
34027042000,07981
34027043700,07960
34039032800,07088
34039032901,07083
34039033000,07083
34039033100,07083
34039033200,07083
34039033300,07083
34037372800,07416
34037372900,07416
34039031000,07206
34039036100,07036
34039031400,07201
34039033900,07204
34039035400,07036
34039034200,07203
34039032002,07202
34039038800,07062
34039038601,07076
34037373100,07871
34037373200,07439
34037373300,07871
34039033400,07083
34039033600,07033
34039033700,07204
34039033800,07204
34039034000,07203
34039034300,07203
34039034400,07203
34039037200,07016
34039039400,08812
34039032902,07083
34039037602,07081
34039038201,07922
34039035200,07036
34039031700,07208
34039034100,07203
34039031200,07201
34039030900,07206
34039030500,07206
34037373500,07821
34037373600,07848
34037373700,07860
34037373800,07860
34037373400,07871
34039034500,07036
34039034600,07036
34039034700,07036
34039034800,07036
34039034900,07036
34039035000,07036
34039035100,07036
34039035300,07036
34039035500,07065
34039035600,07065
34039035800,07065
34039035900,07065
34039036000,07065
34039036200,07066
34039036301,07066
34039036302,07066
34039035700,07065
34017017200,07087
34017002300,07302
34017001000,07306
34017015900,07093
34017013800,07029
34017018800,07030
34017012300,07032
34017006200,07305
34017005500,07305
34023001806,08837
34023009101,07064
34023980200,08854
34019011306,08551
34019011305,08551
34019010201,08827
34019010202,07830
34019011003,08833
34019011004,08833
34019011204,08822
34019011203,08889
34035053405,08873
34035054302,08873
34035054301,08873
34035052604,07931
34035052605,07920
36047000700,11201
36047000900,11201
36047001100,11201
36047001300,11201
36047002000,11220
36047002100,11201
36047002200,11232
36047002901,11205
36047003400,11220
36047003700,11201
36047003900,11217
36005014100,10456
36005033000,10467
36005021100,10452
36005004600,10473
36005005902,10451
36005028100,10463
36005022701,10453
36005031600,10469
36005019500,10452
36005028600,10461
36005016400,10465
36005036800,10469
36005006000,10460
36005037600,10467
36005023301,10453
36005004001,10472
36005006900,10451
36005003100,10455
36005039000,10467
36005042800,10466
36005038800,10469
36005005600,10460
36005014500,10456
36047017700,11238
36047017800,11214
36047017900,11238
36047018000,11214
36047018200,11214
