zip_code,year,avg_rent
10467,2018,1619.58003547691
10467,2019,1707.5143540158617
10467,2020,1788.0822384215521
10467,2021,1820.7626069914961
10467,2022,1930.3972882736787
10467,2023,2018.868482767315
10468,2012,NA
10468,2013,NA
10468,2014,NA
10468,2015,NA
10468,2016,NA
10468,2017,NA
10468,2018,NA
10468,2019,NA
10468,2020,NA
10468,2021,NA
10468,2022,2077.3179358399575
10468,2023,2163.52899713662
10469,2012,NA
10469,2013,NA
10469,2014,NA
10469,2015,NA
10469,2016,NA
10469,2017,NA
10469,2018,NA
10469,2019,NA
10469,2020,NA
10469,2021,NA
10469,2022,2049.209174236688
10469,2023,2285.9005521828262
10471,2012,NA
10471,2013,NA
10471,2014,NA
10471,2015,NA
10471,2016,NA
10471,2017,NA
10471,2018,NA
10471,2019,NA
10471,2020,NA
10471,2021,NA
10471,2022,2123.668728613479
10471,2023,2256.570957501875
10473,2012,NA
10473,2013,NA
10473,2014,NA
10473,2015,NA
10473,2016,NA
10473,2017,NA
10473,2018,NA
10473,2019,NA
10473,2020,NA
10473,2021,NA
10473,2022,NA
10473,2023,3000
11101,2012,NA
11101,2013,NA
11101,2014,2835.5705701430898
11101,2015,2869.4076245422643
11101,2016,2938.400937990106
11101,2017,2971.8409892783834
11101,2018,2964.8091968090857
11101,2019,3139.9596883244394
11101,2020,3111.644680581625
11101,2021,3182.1291101629527
11101,2022,3640.5651969456962
11101,2023,3737.312567440494
11102,2012,NA
11102,2013,NA
11102,2014,NA
11102,2015,2257.87141017233
11102,2016,2308.605885098693
11102,2017,2377.750503081719
11102,2018,2379.268581910422
11102,2019,2426.912423366804
11102,2020,2416.983892079846
11102,2021,2361.96368233036
11102,2022,2654.6893519974265
11102,2023,2785.653438510453
11103,2012,NA
11103,2013,NA
11103,2014,1906.0320487533645
11103,2015,1928.773215757694
11103,2016,2033.9756885998752
11103,2017,2049.7184659114328
11103,2018,2059.9871969274823
11103,2019,2137.6803380175156
11103,2020,2128.4981838626827
11103,2021,2131.9499166479654
11103,2022,2403.9549299208165
11103,2023,2523.5415036734394
11104,2012,NA
11104,2013,NA
11104,2014,NA
11104,2015,NA
11104,2016,NA
11104,2017,NA
11104,2018,NA
11104,2019,NA
11104,2020,1928.309087054553
11104,2021,1887.767887891429
11104,2022,2132.136199960863
11104,2023,2334.878364292237
11105,2012,NA
11105,2013,NA
11105,2014,NA
11105,2015,NA
11105,2016,NA
11105,2017,NA
11105,2018,NA
11105,2019,NA
11105,2020,2088.3268117144694
11105,2021,2079.4983103714276
11105,2022,2329.8669198434172
11105,2023,2502.3954962014955
11106,2012,NA
11106,2013,NA
11106,2014,NA
11106,2015,1996.9286193799962
11106,2016,2091.758003518341
11106,2017,2117.2594346758565
11106,2018,2120.310692028118
11106,2019,2196.1963497203415
11106,2020,2192.0114890525465
11106,2021,2115.2668689470006
11106,2022,2385.0896278560585
11106,2023,2490.4607964452243
11109,2012,NA
11109,2013,NA
11109,2014,NA
11109,2015,NA
11109,2016,3274.285834908246
11109,2017,3244.0663573009124
11109,2018,3214.84429489321
11109,2019,3427.464040308528
11109,2020,3402.415145505902
11109,2021,3541.836245513167
11109,2022,4195.992911274645
11109,2023,4284.3724635010285
11201,2012,NA
11201,2013,2965.6583581733585
11201,2014,3085.550078391475
11201,2015,3176.626447968623
11201,2016,3232.8806244398484
11201,2017,3236.8821837712117
11201,2018,3295.5287093834804
11201,2019,3429.726573343652
11201,2020,3342.442736208728
11201,2021,3452.9341145969274
11201,2022,4013.20155879766
11201,2023,4164.089372743417
11203,2012,NA
11203,2013,NA
11203,2014,NA
11203,2015,NA
11203,2016,NA
11203,2017,NA
11203,2018,NA
11203,2019,NA
11203,2020,NA
11203,2021,2244.998993146727
11203,2022,2528.7446068882487
11203,2023,2652.610057556144
11204,2012,NA
11204,2013,NA
11204,2014,NA
11204,2015,NA
11204,2016,NA
11204,2017,NA
11204,2018,NA
11204,2019,NA
11204,2020,NA
11204,2021,NA
11204,2022,NA
11204,2023,1911.9461214377088
11205,2012,NA
11205,2013,NA
11205,2014,2392.79960352298
11205,2015,2488.035377265243
11205,2016,2560.1232429482075
11205,2017,2593.0367959795512
11205,2018,2680.8884739762507
11205,2019,2826.4345877915457
11205,2020,2800.7811003069164
11205,2021,2816.432591303177
11205,2022,3370.7152011854946
11205,2023,3449.2443381484322
11206,2012,NA
11206,2013,NA
11206,2014,2540.087611628773
11206,2015,2703.908997621538
11206,2016,2772.7980215613084
11206,2017,2776.1653380350876
11206,2018,2784.354369853406
11206,2019,2856.4472058890606
11206,2020,2812.195363489373
11206,2021,2811.4378404881318
11206,2022,3416.280226138192
11206,2023,3526.1613384144644
11207,2012,NA
11207,2013,NA
11207,2014,1841.7717392682791
11207,2015,1999.0834839897664
11207,2016,2189.6020341161106
11207,2017,2222.204014323167
11207,2018,2295.0490495994854
11207,2019,2400.8066914246847
11207,2020,2410.5029836104745
11207,2021,2359.5077185802957
11207,2022,2795.1558631741377
11207,2023,2870.4033949541663
11208,2012,NA
11208,2013,NA
11208,2014,NA
11208,2015,NA
11208,2016,NA
11208,2017,NA
11208,2018,NA
11208,2019,NA
11208,2020,1955.4658162477074
11208,2021,2044.4758860561944
11208,2022,2353.2007773213463
11208,2023,2533.6748429655127
11209,2012,NA
11209,2013,NA
11209,2014,1521.2032783741308
11209,2015,1669.7014594577447
11209,2016,1753.0887355180896
11209,2017,1792.6705278935501
11209,2018,1828.2630677669251
11209,2019,1887.975211417139
11209,2020,1904.507333572182
11209,2021,1916.3371157665201
11209,2022,2024.424367570529
11209,2023,2184.947506661791
11210,2012,NA
11210,2013,NA
11210,2014,NA
11210,2015,NA
11210,2016,NA
11210,2017,2152.9095537417425
11210,2018,2187.626536917262
11210,2019,2272.0089732635233
11210,2020,2287.440676465211
11210,2021,2252.120177621915
11210,2022,2535.183660334286
11210,2023,2665.6827753448497
11211,2012,NA
11211,2013,2918.9683493696184
11211,2014,2931.1286376954536
11211,2015,3082.972262696454
11211,2016,3095.803926836099
11211,2017,3082.7905736228013
11211,2018,3051.526148857182
11211,2019,3204.1058139054585
11211,2020,3174.3390579611437
11211,2021,3242.99411852314
11211,2022,3923.5669597283963
11211,2023,4001.4078226921843
11212,2012,NA
11212,2013,NA
11212,2014,NA
11212,2015,NA
11212,2016,NA
11212,2017,NA
11212,2018,NA
11212,2019,NA
11212,2020,NA
11212,2021,NA
11212,2022,2137.367669216803
11212,2023,2364.516319627419
11213,2012,NA
11213,2013,NA
11213,2014,2011.181401103384
11213,2015,2126.935120404243
11213,2016,2253.696224155481
11213,2017,2299.3174439465347
11213,2018,2368.1140086200776
11213,2019,2432.021775621475
11213,2020,2410.574346727201
11213,2021,2360.5051144812433
11213,2022,2697.873681388936
11213,2023,2770.6891321997273
11214,2012,NA
11214,2013,NA
11214,2014,NA
11214,2015,NA
11214,2016,NA
11214,2017,NA
11214,2018,NA
11214,2019,1685.7641122926102
11214,2020,1715.4477345042224
11214,2021,1751.0611384279014
11214,2022,1918.5917400263895
11214,2023,2048.6371154815133
11215,2012,NA
11215,2013,2459.268773966414
11215,2014,2505.047008518444
11215,2015,2632.515496857727
11215,2016,2659.0058228630132
11215,2017,2688.574114171407
11215,2018,2767.244156916992
11215,2019,2860.536034547959
11215,2020,2848.36736148885
11215,2021,2857.1754181671035
11215,2022,3373.0888317980675
11215,2023,3511.427954247538
11216,2012,NA
11216,2013,1950.3992715667155
11216,2014,2133.743202986157
11216,2015,2269.686759261853
11216,2016,2380.85781630813
11216,2017,2433.686876101977
11216,2018,2481.9288121961777
11216,2019,2555.356109281977
11216,2020,2530.130740343645
11216,2021,2520.916583920025
11216,2022,2987.1044643556747
11216,2023,3052.045778797406
11217,2012,NA
11217,2013,2548.788999982659
11217,2014,2644.8996227574835
11217,2015,2844.713933502049
11217,2016,2902.0146188473063
11217,2017,2943.6528647380183
11217,2018,3026.9003919702564
11217,2019,3140.898696985881
11217,2020,3091.813679917263
11217,2021,3152.541564065514
11217,2022,3647.2983422536677
11217,2023,3797.3452519278835
11218,2012,NA
11218,2013,NA
11218,2014,NA
11218,2015,2175.205333688033
11218,2016,2248.9350314171593
11218,2017,2304.9109172886588
11218,2018,2339.66929908747
11218,2019,2380.649045290553
11218,2020,2402.019459029254
11218,2021,2406.3777835060096
11218,2022,2666.309419145963
11218,2023,2753.8847659419007
11219,2012,NA
11219,2013,NA
11219,2014,NA
11219,2015,NA
11219,2016,NA
11219,2017,NA
11219,2018,NA
11219,2019,NA
11219,2020,NA
11219,2021,1872.1831558342055
11219,2022,2044.0334597384945
11219,2023,2095.5271921947715
11220,2012,NA
11220,2013,NA
11220,2014,NA
11220,2015,NA
11220,2016,NA
11220,2017,NA
11220,2018,NA
11220,2019,2043.923228644167
11220,2020,2049.645722404613
11220,2021,2030.6481864043046
11220,2022,2241.5256554324837
11220,2023,2352.2002372754373
11221,2012,NA
11221,2013,1912.730068938596
11221,2014,2036.6408498826752
11221,2015,2207.293264231926
11221,2016,2319.1480392195053
11221,2017,2369.7240847438375
11221,2018,2421.6872726139263
11221,2019,2499.3475156108475
11221,2020,2475.603908635635
11221,2021,2433.531251572833
11221,2022,2890.600994948363
11221,2023,2998.912520672476
11222,2012,NA
11222,2013,NA
11222,2014,NA
11222,2015,2823.1113692953486
11222,2016,2935.6169583911073
11222,2017,3007.554421593893
11222,2018,3028.009670765149
11222,2019,3142.134863831623
11222,2020,3112.5153335445484
11222,2021,3223.809506093284
11222,2022,3858.7653383429815
11222,2023,3988.5704332722867
11223,2012,NA
11223,2013,NA
11223,2014,NA
11223,2015,NA
11223,2016,1498.8731363227394
11223,2017,1559.5825629089318
11223,2018,1626.1707712128616
11223,2019,1711.762524320778
11223,2020,1764.9143683023342
11223,2021,1810.9343007168052
11223,2022,1957.5006574574738
11223,2023,2079.7637336094854
11224,2012,NA
11224,2013,NA
11224,2014,NA
11224,2015,NA
11224,2016,NA
11224,2017,NA
11224,2018,NA
11224,2019,NA
11224,2020,NA
11224,2021,NA
11224,2022,NA
11224,2023,2770.7873125637807
11225,2012,NA
11225,2013,NA
11225,2014,1989.2756576356398
11225,2015,2144.818237831136
11225,2016,2268.1629603940783
11225,2017,2304.1186152792716
11225,2018,2375.830425924586
11225,2019,2451.465629343812
11225,2020,2403.543155651101
11225,2021,2370.8494271866175
11225,2022,2705.6863545199894
11225,2023,2800.6756925704417
11226,2012,NA
11226,2013,NA
11226,2014,1823.6764215127846
11226,2015,2002.1150402931426
11226,2016,2141.1638762566
11226,2017,2191.9197953350435
11226,2018,2260.0489061892586
11226,2019,2316.200585493289
11226,2020,2292.8070974517527
11226,2021,2261.479731425249
11226,2022,2549.0349184074144
11226,2023,2612.679628642212
11228,2012,NA
11228,2013,NA
11228,2014,NA
11228,2015,NA
11228,2016,NA
11228,2017,NA
11228,2018,NA
11228,2019,NA
11228,2020,1786.8853773297133
11228,2021,1806.940790676922
11228,2022,2077.4146958160377
11228,2023,2253.197054757814
11229,2012,NA
11229,2013,NA
11229,2014,NA
11229,2015,NA
11229,2016,1684.1256762918183
11229,2017,1746.8279880895648
11229,2018,1829.0712744738714
11229,2019,1883.224874603324
11229,2020,1876.4538982753802
11229,2021,1958.755271450937
11229,2022,2134.340617513153
11229,2023,2307.33955123722
11230,2012,NA
11230,2013,NA
11230,2014,NA
11230,2015,NA
11230,2016,1992.9433302386587
11230,2017,2072.825749612688
11230,2018,2090.251283302754
11230,2019,2128.8462230981204
11230,2020,2170.5092165124483
11230,2021,2125.3879603115997
11230,2022,2325.516225234602
11230,2023,2403.6963791815915
11231,2012,NA
11231,2013,NA
11231,2014,NA
11231,2015,2637.6691547311857
11231,2016,2760.6787214233464
11231,2017,2803.863186041218
11231,2018,2897.3927246825197
11231,2019,3037.0073465944233
11231,2020,3004.5624837926634
11231,2021,3055.9208072467313
11231,2022,3537.320455625279
11231,2023,3713.512224712834
11232,2012,NA
11232,2013,NA
11232,2014,NA
11232,2015,NA
11232,2016,NA
11232,2017,NA
11232,2018,NA
11232,2019,NA
11232,2020,2144.303960643419
11232,2021,2139.737311356509
11232,2022,2445.680713386388
11232,2023,2551.691763959679
11233,2012,NA
11233,2013,NA
11233,2014,1735.5974014036647
11233,2015,1875.4151653402257
11233,2016,1988.6518901506965
11233,2017,2088.2822405594893
11233,2018,2138.6361026922805
11233,2019,2247.3247520839186
11233,2020,2252.2996055124745
11233,2021,2239.3302061053428
11233,2022,2645.107918197978
11233,2023,2787.1414096964772
11234,2012,NA
11234,2013,NA
11234,2014,NA
11234,2015,NA
11234,2016,NA
11234,2017,NA
11234,2018,NA
11234,2019,NA
11234,2020,NA
11234,2021,NA
11234,2022,2441.33932290068
11234,2023,2480.5326300399574
11235,2012,NA
11235,2013,NA
11235,2014,1785.3937943011535
11235,2015,1851.659174990859
11235,2016,1956.7000916271436
11235,2017,2019.7241683436623
11235,2018,2059.394533946001
11235,2019,2145.0575856489663
11235,2020,2153.333045182264
11235,2021,2144.7670517073975
11235,2022,2373.2495861189996
11235,2023,2504.957980097811
11236,2012,NA
11236,2013,NA
11236,2014,NA
11236,2015,NA
11236,2016,NA
11236,2017,NA
11236,2018,NA
11236,2019,NA
11236,2020,NA
11236,2021,NA
11236,2022,2370.4556586118088
11236,2023,2427.8851089882983
11237,2012,NA
11237,2013,NA
11237,2014,2497.26962066895
11237,2015,2576.4422583506966
11237,2016,2645.112906569201
11237,2017,2648.0885042009213
11237,2018,2619.115882929941
11237,2019,2702.2696114328533
11237,2020,2683.0260057290884
11237,2021,2607.2943837766966
11237,2022,3229.814342236381
11237,2023,3303.764398984567
11238,2012,NA
11238,2013,NA
11238,2014,2659.6299690679148
11238,2015,2781.848077983186
11238,2016,2854.367692322017
11238,2017,2868.47687975277
11238,2018,2926.618489466274
11238,2019,3014.971994388802
11238,2020,2989.7770611663727
11238,2021,3003.083745678004
11238,2022,3509.1616209541253
11238,2023,3592.286058211884
11249,2012,NA
11249,2013,NA
11249,2014,3227.5799314331753
11249,2015,3362.289018666604
11249,2016,3368.450640236615
11249,2017,3415.206951273764
11249,2018,3381.5846584879437
11249,2019,3550.197087988398
11249,2020,3592.2334181807605
11249,2021,3809.5917993330995
11249,2022,4567.932498563986
11249,2023,4721.634217533868
11354,2012,NA
11354,2013,NA
11354,2014,NA
11354,2015,NA
11354,2016,1915.302381317056
11354,2017,1962.1653310517656
11354,2018,2023.647080232443
11354,2019,2039.7788767445425
11354,2020,2053.718824657106
11354,2021,2047.0073603284307
11354,2022,2229.0755503991013
11354,2023,2313.23829458098
11355,2012,NA
11355,2013,NA
11355,2014,NA
11355,2015,NA
11355,2016,1761.9867353603613
11355,2017,1835.7010104077992
11355,2018,1926.7925902258064
11355,2019,1947.6050285013794
11355,2020,1963.7795540911334
11355,2021,1921.7609643272851
11355,2022,2086.0156890257867
11355,2023,2220.7651628198396
11356,2012,NA
11356,2013,NA
11356,2014,NA
11356,2015,NA
11356,2016,NA
11356,2017,NA
11356,2018,NA
11356,2019,NA
11356,2020,NA
11356,2021,NA
11356,2022,NA
11356,2023,2633.333333333333
11357,2012,NA
11357,2013,NA
11357,2014,NA
11357,2015,NA
11357,2016,NA
11357,2017,NA
11357,2018,NA
11357,2019,NA
11357,2020,NA
11357,2021,NA
11357,2022,2059.065759549561
11357,2023,2212.2575172016877
11358,2012,NA
11358,2013,NA
11358,2014,NA
11358,2015,NA
11358,2016,NA
11358,2017,NA
11358,2018,NA
11358,2019,NA
11358,2020,NA
11358,2021,2020.420696750423
11358,2022,2265.4124066615063
11358,2023,2384.300503687372
11360,2012,NA
11360,2013,NA
11360,2014,NA
11360,2015,NA
11360,2016,NA
11360,2017,NA
11360,2018,NA
11360,2019,NA
11360,2020,NA
11360,2021,NA
11360,2022,NA
11360,2023,2675.988490634225
11361,2012,NA
11361,2013,NA
11361,2014,NA
11361,2015,NA
11361,2016,NA
11361,2017,NA
11361,2018,NA
11361,2019,NA
11361,2020,2062.2003263014735
11361,2021,2097.445219261109
11361,2022,2335.022892959886
11361,2023,2511.7824003940364
11364,2012,NA
11364,2013,NA
11364,2014,NA
11364,2015,NA
11364,2016,NA
11364,2017,NA
11364,2018,NA
11364,2019,NA
11364,2020,NA
11364,2021,NA
11364,2022,2436.034559904641
11364,2023,2471.768426317385
11365,2012,NA
11365,2013,NA
11365,2014,NA
11365,2015,NA
11365,2016,NA
11365,2017,NA
11365,2018,NA
11365,2019,NA
11365,2020,NA
11365,2021,NA
11365,2022,2672.8879376026143
11365,2023,2823.545077377985
11366,2012,NA
11366,2013,NA
11366,2014,NA
11366,2015,NA
11366,2016,NA
11366,2017,NA
11366,2018,NA
11366,2019,NA
11366,2020,NA
11366,2021,NA
11366,2022,NA
11366,2023,2647.5
11367,2012,NA
11367,2013,NA
11367,2014,NA
11367,2015,NA
11367,2016,NA
11367,2017,NA
11367,2018,NA
11367,2019,NA
11367,2020,NA
11367,2021,NA
11367,2022,2156.788907548971
11367,2023,2340.2713723716747
11368,2012,NA
11368,2013,NA
11368,2014,NA
11368,2015,NA
11368,2016,NA
11368,2017,NA
11368,2018,NA
11368,2019,NA
11368,2020,NA
11368,2021,NA
11368,2022,NA
11368,2023,2709.394903986804
11370,2012,NA
11370,2013,NA
11370,2014,NA
11370,2015,NA
11370,2016,NA
11370,2017,NA
11370,2018,NA
11370,2019,NA
11370,2020,NA
11370,2021,NA
11370,2022,2530.623296273647
11370,2023,2633.0264896233184
11372,2012,NA
11372,2013,NA
11372,2014,NA
11372,2015,NA
11372,2016,NA
11372,2017,NA
11372,2018,NA
11372,2019,NA
11372,2020,NA
11372,2021,1943.1243504499741
11372,2022,2107.9374674153405
11372,2023,2168.679035005546
11373,2012,NA
11373,2013,NA
11373,2014,NA
11373,2015,NA
11373,2016,NA
11373,2017,NA
11373,2018,NA
11373,2019,NA
11373,2020,NA
11373,2021,2029.3954818999157
11373,2022,2210.125485141585
11373,2023,2327.7402751695045
11374,2012,NA
11374,2013,NA
11374,2014,1841.074352985822
11374,2015,1882.6337381432004
11374,2016,1943.131416533056
11374,2017,2013.575551607726
11374,2018,2033.6062420786366
11374,2019,2124.8739899339516
11374,2020,2147.9194169472917
11374,2021,2121.8602783543006
11374,2022,2323.8254778362284
11374,2023,2422.945530590326
11375,2012,NA
11375,2013,NA
11375,2014,1828.3077761933469
11375,2015,1979.5450982523653
11375,2016,2058.3337303768126
11375,2017,2105.6587723512903
11375,2018,2139.1163971603755
11375,2019,2228.4933711554186
11375,2020,2227.283183742672
11375,2021,2209.051623753686
11375,2022,2437.4980001379877
11375,2023,2593.5905047430397
11377,2012,NA
11377,2013,NA
11377,2014,NA
11377,2015,NA
11377,2016,NA
11377,2017,NA
11377,2018,NA
11377,2019,NA
11377,2020,1929.1904008391825
11377,2021,1917.764883072978
11377,2022,2109.8870815834616
11377,2023,2202.66716195421
11378,2012,NA
11378,2013,NA
11378,2014,NA
11378,2015,NA
11378,2016,NA
11378,2017,NA
11378,2018,NA
11378,2019,NA
11378,2020,NA
11378,2021,NA
11378,2022,2290.3914016427116
11378,2023,2463.166626117953
11379,2012,NA
11379,2013,NA
11379,2014,NA
11379,2015,NA
11379,2016,NA
11379,2017,NA
11379,2018,NA
11379,2019,NA
11379,2020,NA
11379,2021,NA
11379,2022,NA
11379,2023,2507.5
11385,2012,NA
11385,2013,NA
11385,2014,NA
11385,2015,2096.81680845874
11385,2016,2213.17608251052
11385,2017,2246.214536836736
11385,2018,2277.8721602405617
11385,2019,2356.5053905977265
11385,2020,2364.15964222396
11385,2021,2319.8813781622093
11385,2022,2708.3070349613604
11385,2023,2792.4499475733687
11415,2012,NA
11415,2013,NA
11415,2014,NA
11415,2015,NA
11415,2016,NA
11415,2017,NA
11415,2018,NA
11415,2019,NA
11415,2020,1867.227410211381
11415,2021,1916.449277882114
11415,2022,2065.607557972194
11415,2023,2215.866703150937
11421,2012,NA
11421,2013,NA
11421,2014,NA
11421,2015,NA
11421,2016,NA
11421,2017,NA
11421,2018,NA
11421,2019,NA
11421,2020,NA
11421,2021,NA
11421,2022,NA
11421,2023,2333.3333333333335
11423,2012,NA
11423,2013,NA
11423,2014,NA
11423,2015,NA
11423,2016,NA
11423,2017,NA
11423,2018,NA
11423,2019,NA
11423,2020,NA
11423,2021,NA
11423,2022,NA
11423,2023,3500
11432,2012,NA
11432,2013,NA
11432,2014,NA
11432,2015,NA
11432,2016,NA
11432,2017,NA
11432,2018,NA
11432,2019,NA
11432,2020,NA
11432,2021,NA
11432,2022,1979.2681722119346
11432,2023,2128.2929299875764
11434,2012,NA
11434,2013,NA
11434,2014,NA
11434,2015,NA
11434,2016,NA
11434,2017,NA
11434,2018,NA
11434,2019,NA
11434,2020,NA
11434,2021,NA
11434,2022,NA
11434,2023,2081.6734943497754
11435,2012,NA
11435,2013,NA
11435,2014,NA
11435,2015,NA
11435,2016,1488.7017115501812
11435,2017,1595.4146777500787
11435,2018,1671.3236205843775
11435,2019,1709.3997507618103
11435,2020,1758.1849480104481
11435,2021,1775.9862214715424
11435,2022,1935.0281158248972
11435,2023,1984.8988727944316
11691,2012,NA
11691,2013,NA
11691,2014,NA
11691,2015,NA
11691,2016,NA
11691,2017,NA
11691,2018,NA
11691,2019,NA
11691,2020,NA
11691,2021,NA
11691,2022,NA
11691,2023,2627.5
