zip_code,year,arrests
10461,2020,1109
10461,2021,1122
10461,2022,1372
10462,2011,2268
10462,2012,1807
10462,2013,1779
10462,2014,1836
10462,2015,1730
10462,2016,1629
10462,2017,1879
10462,2018,1546
10462,2019,1249
10462,2020,739
10462,2021,770
10462,2022,968
10463,2011,2373
10463,2012,2157
10463,2013,2029
10463,2014,2143
10463,2015,1935
10463,2016,2009
10463,2017,1593
10463,2018,1368
10463,2019,1611
10463,2020,1074
10463,2021,1252
10463,2022,1918
10464,2011,66
10464,2012,68
10464,2013,75
10464,2014,50
10464,2015,37
10464,2016,33
10464,2017,31
10464,2018,42
10464,2019,64
10464,2020,33
10464,2021,28
10464,2022,49
10465,2011,1803
10465,2012,1798
10465,2013,1691
10465,2014,1687
10465,2015,1390
10465,2016,1606
10465,2017,1501
10465,2018,1433
10465,2019,1316
10465,2020,920
10465,2021,928
10465,2022,1037
10466,2011,3211
10466,2012,3289
10466,2013,3491
10466,2014,3555
10466,2015,3285
10466,2016,3158
10466,2017,3221
10466,2018,2917
10466,2019,2591
10466,2020,1997
10466,2021,2238
10466,2022,2364
10467,2011,5665
10467,2012,5195
10467,2013,5776
10467,2014,5498
10467,2015,4569
10467,2016,4583
10467,2017,4355
10467,2018,4052
10467,2019,3586
10467,2020,2275
10467,2021,2241
10467,2022,2626
10468,2011,5684
10468,2012,5109
10468,2013,4713
10468,2014,4713
10468,2015,3425
10468,2016,2738
10468,2017,3162
10468,2018,2743
10468,2019,1979
10468,2020,1305
10468,2021,1380
10468,2022,1547
10469,2011,1399
10469,2012,1476
10469,2013,1633
10469,2014,1551
10469,2015,1368
10469,2016,1433
10469,2017,1330
10469,2018,1099
10469,2019,997
10469,2020,616
10469,2021,625
10469,2022,774
10470,2011,747
10470,2012,811
10470,2013,720
10470,2014,727
10470,2015,604
10470,2016,468
10470,2017,442
10470,2018,413
10470,2019,294
10470,2020,173
10470,2021,182
10470,2022,215
10471,2011,273
10471,2012,287
10471,2013,256
10471,2014,304
10471,2015,304
10471,2016,281
10471,2017,240
10471,2018,165
10471,2019,178
10471,2020,114
10471,2021,122
10471,2022,175
10472,2011,5588
10472,2012,5109
10472,2013,3336
10472,2014,3389
10472,2015,2499
10472,2016,2222
10472,2017,1944
10472,2018,1624
10472,2019,1228
10472,2020,955
10472,2021,1094
10472,2022,1500
10473,2011,4305
10473,2012,3620
10473,2013,3477
10473,2014,3422
10473,2015,2738
10473,2016,2859
10473,2017,2850
10473,2018,2274
10473,2019,1949
10473,2020,1691
10473,2021,1694
10473,2022,2282
10474,2011,2513
10474,2012,2320
10474,2013,2200
10474,2014,2429
10474,2015,2388
10474,2016,2356
10474,2017,1836
10474,2018,1200
10474,2019,980
10474,2020,623
10474,2021,441
10474,2022,853
10475,2011,1017
10475,2012,789
10475,2013,771
10475,2014,910
10475,2015,1084
10475,2016,671
10475,2017,680
10475,2018,654
10475,2019,540
10475,2020,269
10475,2021,285
10475,2022,274
11001,2011,21
11001,2012,20
11001,2013,29
11001,2014,47
11001,2015,21
11001,2016,15
11001,2017,20
11001,2018,19
11001,2019,10
11001,2020,6
11001,2021,10
11001,2022,13
11004,2011,55
11004,2012,57
11004,2013,94
11004,2014,82
11004,2015,42
11004,2016,64
11004,2017,54
11004,2018,34
11004,2019,34
11004,2020,12
11004,2021,38
11004,2022,30
11005,2011,9
11005,2012,10
11005,2013,12
11005,2014,14
11005,2015,27
11005,2016,18
11005,2017,22
11005,2018,13
11005,2019,23
11005,2020,17
11005,2021,19
11005,2022,20
11040,2011,19
11040,2012,8
11040,2013,12
11040,2014,23
11040,2015,11
11040,2016,17
11040,2017,21
11040,2018,6
11040,2019,16
11040,2020,5
11040,2021,6
11040,2022,7
11096,2011,8
11096,2012,7
11096,2013,11
11096,2014,14
11096,2015,9
11096,2016,6
11096,2017,7
11096,2018,7
11096,2019,3
11096,2020,3
11096,2021,7
11096,2022,1
11101,2011,2528
11101,2012,2242
11101,2013,2658
11101,2014,2400
11101,2015,1996
11101,2016,1912
11101,2017,2194
11101,2018,1753
11101,2019,1618
11101,2020,942
11101,2021,1442
11101,2022,1667
11102,2011,728
11102,2012,674
11102,2013,767
11102,2014,790
11102,2015,675
11102,2016,803
11102,2017,673
11102,2018,593
11102,2019,475
11102,2020,268
11102,2021,421
11102,2022,338
11103,2011,1559
11103,2012,1665
11103,2013,1888
11103,2014,2137
11103,2015,2045
11103,2016,2279
11103,2017,1950
11103,2018,1648
11103,2019,1478
11103,2020,1282
11103,2021,1465
11103,2022,1924
11104,2011,345
11104,2012,250
11104,2013,391
11104,2014,322
11104,2015,216
11104,2016,208
11104,2017,222
11104,2018,150
11104,2019,130
11104,2020,115
11104,2021,134
11104,2022,149
11105,2011,556
11105,2012,559
11105,2013,481
11105,2014,495
11105,2015,529
11105,2016,470
11105,2017,416
11105,2018,311
11105,2019,253
11105,2020,180
11105,2021,217
11105,2022,217
11106,2011,972
11106,2012,791
11106,2013,898
11106,2014,868
11106,2015,771
11106,2016,868
11106,2017,892
11106,2018,642
11106,2019,447
11106,2020,284
11106,2021,477
11106,2022,508
11109,2011,4
11109,2012,11
11109,2013,4
11109,2014,11
11109,2015,8
11109,2016,9
11109,2017,13
11109,2018,10
11109,2019,3
11109,2020,4
11109,2021,7
11109,2022,18
11201,2011,5474
11201,2012,5128
11201,2013,4782
11201,2014,4997
11201,2015,4809
11201,2016,4758
11201,2017,4677
11201,2018,3879
11201,2019,3312
11201,2020,1867
11201,2021,1961
11201,2022,2992
11203,2011,2796
11203,2012,2666
11203,2013,2905
11203,2014,3273
11203,2015,2892
11203,2016,2687
11203,2017,2297
11203,2018,2184
11203,2019,1694
11203,2020,965
11203,2021,1161
11203,2022,1009
11204,2011,817
11204,2012,801
11204,2013,761
11204,2014,971
11204,2015,978
11204,2016,844
11204,2017,768
11204,2018,676
11204,2019,667
11204,2020,424
11204,2021,589
11204,2022,626
11205,2011,1814
11205,2012,2124
11205,2013,1876
11205,2014,1888
11205,2015,1535
11205,2016,1595
11205,2017,1250
11205,2018,965
11205,2019,1004
11205,2020,765
11205,2021,771
11205,2022,944
11206,2011,5842
11206,2012,5187
11206,2013,5396
11206,2014,4734
11206,2015,3793
11206,2016,3591
11206,2017,3443
11206,2018,2702
11206,2019,2322
11206,2020,1264
11206,2021,1505
11206,2022,1778
11207,2011,9638
11207,2012,9413
11207,2013,8401
11207,2014,7707
11207,2015,6334
11207,2016,5311
11207,2017,4143
11207,2018,3155
11207,2019,2575
11207,2020,1600
11207,2021,1760
11207,2022,2504
11208,2011,7321
11208,2012,6995
11208,2013,6958
11208,2014,6426
11208,2015,5644
11208,2016,4830
11208,2017,4123
11208,2018,3584
11208,2019,3360
11208,2020,2275
11208,2021,2489
11208,2022,3186
11209,2011,1244
11209,2012,1081
11209,2013,1190
11209,2014,1158
11209,2015,1089
11209,2016,1283
11209,2017,1302
11209,2018,1163
11209,2019,929
11209,2020,530
11209,2021,542
11209,2022,585
11210,2011,1908
11210,2012,2028
11210,2013,1943
11210,2014,2246
11210,2015,2038
11210,2016,1930
11210,2017,1817
11210,2018,1587
11210,2019,1521
11210,2020,900
11210,2021,946
11210,2022,1239
11211,2011,1877
11211,2012,1856
11211,2013,1980
11211,2014,1861
11211,2015,1659
11211,2016,1469
11211,2017,1273
11211,2018,998
11211,2019,871
11211,2020,409
11211,2021,601
11211,2022,996
11212,2011,9406
11212,2012,8844
11212,2013,7702
11212,2014,7009
11212,2015,5813
11212,2016,5079
11212,2017,4092
11212,2018,3731
11212,2019,3035
11212,2020,1983
11212,2021,1889
11212,2022,2307
11213,2011,5641
11213,2012,4952
11213,2013,5287
11213,2014,4918
11213,2015,4196
11213,2016,3839
11213,2017,3690
11213,2018,3082
11213,2019,2588
11213,2020,1726
11213,2021,1817
11213,2022,2126
11214,2011,1900
11214,2012,1750
11214,2013,1807
11214,2014,2094
11214,2015,1783
11214,2016,1864
11214,2017,1702
11214,2018,1159
11214,2019,1280
11214,2020,893
11214,2021,1077
11214,2022,1285
11215,2011,1396
11215,2012,1205
11215,2013,1033
11215,2014,1228
11215,2015,1083
11215,2016,1054
11215,2017,960
11215,2018,795
11215,2019,591
11215,2020,387
11215,2021,408
11215,2022,512
11216,2011,4976
11216,2012,4754
11216,2013,4765
11216,2014,4181
11216,2015,3485
11216,2016,2900
11216,2017,2660
11216,2018,2548
11216,2019,1993
11216,2020,1710
11216,2021,1527
11216,2022,1638
11217,2011,2376
11217,2012,2386
11217,2013,2347
11217,2014,2107
11217,2015,2218
11217,2016,2474
11217,2017,2193
11217,2018,1695
11217,2019,1300
11217,2020,832
11217,2021,940
11217,2022,1318
11218,2011,796
11218,2012,731
11218,2013,775
11218,2014,718
11218,2015,683
11218,2016,616
11218,2017,547
11218,2018,461
11218,2019,374
11218,2020,255
11218,2021,331
11218,2022,406
11219,2011,757
11219,2012,725
11219,2013,858
11219,2014,849
11219,2015,865
11219,2016,977
11219,2017,834
11219,2018,627
11219,2019,640
11219,2020,515
11219,2021,537
11219,2022,592
11220,2011,2637
11220,2012,2670
11220,2013,2661
11220,2014,2692
11220,2015,2438
11220,2016,2666
11220,2017,3114
11220,2018,2635
11220,2019,2263
11220,2020,1446
11220,2021,1563
11220,2022,1808
11221,2011,5855
11221,2012,5862
11221,2013,4891
11221,2014,4118
11221,2015,3183
11221,2016,3196
11221,2017,2657
11221,2018,2237
11221,2019,1873
11221,2020,1349
11221,2021,1395
11221,2022,1810
11222,2011,937
11222,2012,926
11222,2013,1113
11222,2014,844
11222,2015,792
11222,2016,822
11222,2017,1026
11222,2018,851
11222,2019,654
11222,2020,481
11222,2021,687
11222,2022,943
11223,2011,1621
11223,2012,1654
11223,2013,1707
11223,2014,1844
11223,2015,1853
11223,2016,1523
11223,2017,1511
11223,2018,1321
11223,2019,1273
11223,2020,976
11223,2021,995
11223,2022,1082
11224,2011,2969
11224,2012,2892
11224,2013,3108
11224,2014,3343
11224,2015,3669
11224,2016,3417
11224,2017,3122
11224,2018,2889
11224,2019,2469
11224,2020,1556
11224,2021,1748
11224,2022,1917
11225,2011,3034
11225,2012,3009
11225,2013,2973
11225,2014,2986
11225,2015,2866
11225,2016,2400
11225,2017,2056
11225,2018,1622
11225,2019,1492
11225,2020,889
11225,2021,1145
11225,2022,1252
11226,2011,5914
11226,2012,5574
11226,2013,5579
11226,2014,5816
11226,2015,4797
11226,2016,4045
11226,2017,4067
11226,2018,3782
11226,2019,2979
11226,2020,2001
11226,2021,2166
11226,2022,2554
11228,2011,305
11228,2012,336
11228,2013,358
11228,2014,426
11228,2015,363
11228,2016,464
11228,2017,391
11228,2018,291
11228,2019,321
11228,2020,263
11228,2021,274
11228,2022,234
11229,2011,1463
11229,2012,1485
11229,2013,1390
11229,2014,1422
11229,2015,1141
11229,2016,1013
11229,2017,1032
11229,2018,841
11229,2019,722
11229,2020,441
11229,2021,515
11229,2022,497
11230,2011,1544
11230,2012,1514
11230,2013,1525
11230,2014,1418
11230,2015,1578
11230,2016,1372
11230,2017,1424
11230,2018,1298
11230,2019,1115
11230,2020,849
11230,2021,955
11230,2022,1289
11231,2011,1462
11231,2012,1682
11231,2013,1464
11231,2014,1462
11231,2015,1357
11231,2016,1846
11231,2017,1966
11231,2018,1753
11231,2019,1419
11231,2020,625
11231,2021,668
11231,2022,726
11232,2011,1576
11232,2012,1489
11232,2013,1528
11232,2014,1614
11232,2015,1397
11232,2016,1426
11232,2017,1647
11232,2018,1523
11232,2019,1551
11232,2020,1024
11232,2021,992
11232,2022,1218
11233,2011,8362
11233,2012,7974
11233,2013,6863
11233,2014,6764
11233,2015,5535
11233,2016,4986
11233,2017,4061
11233,2018,3408
11233,2019,2832
11233,2020,1812
11233,2021,1776
11233,2022,2621
11234,2011,1727
11234,2012,1806
11234,2013,1721
11234,2014,1616
11234,2015,1431
11234,2016,1572
11234,2017,1297
11234,2018,1421
11234,2019,1145
11234,2020,860
11234,2021,924
11234,2022,1142
11235,2011,1601
11235,2012,1527
11235,2013,1464
11235,2014,1431
11235,2015,1333
11235,2016,1316
11235,2017,1180
11235,2018,1097
11235,2019,811
11235,2020,635
11235,2021,583
11235,2022,649
11236,2011,3308
11236,2012,3466
11236,2013,3376
11236,2014,3969
11236,2015,3146
11236,2016,3053
11236,2017,2968
11236,2018,2298
11236,2019,1667
11236,2020,1134
11236,2021,1505
11236,2022,1842
11237,2011,3635
11237,2012,3267
11237,2013,3275
11237,2014,3000
11237,2015,2248
11237,2016,1905
11237,2017,1784
11237,2018,1644
11237,2019,1528
11237,2020,1144
11237,2021,1342
11237,2022,1514
11238,2011,2035
11238,2012,2011
11238,2013,1918
11238,2014,1860
11238,2015,1433
11238,2016,1677
11238,2017,1394
11238,2018,1086
11238,2019,802
11238,2020,629
11238,2021,470
11238,2022,602
11239,2011,548
11239,2012,431
11239,2013,507
11239,2014,571
11239,2015,696
11239,2016,634
11239,2017,481
11239,2018,465
11239,2019,448
11239,2020,158
11239,2021,261
11239,2022,312
11249,2011,618
11249,2012,653
11249,2013,731
11249,2014,588
11249,2015,440
11249,2016,520
11249,2017,479
11249,2018,354
11249,2019,302
11249,2020,176
11249,2021,242
11249,2022,312
11251,2011,19
11251,2012,25
11251,2013,25
11251,2014,27
11251,2015,19
11251,2016,36
11251,2017,31
11251,2018,25
11251,2019,14
11251,2020,10
11251,2021,13
11251,2022,47
11354,2011,3294
11354,2012,3114
11354,2013,3175
11354,2014,2907
11354,2015,2705
11354,2016,2556
11354,2017,2491
11354,2018,2521
11354,2019,2131
11354,2020,1403
11354,2021,1573
11354,2022,2223
11355,2011,1126
11355,2012,1194
11355,2013,1091
11355,2014,1123
11355,2015,1028
11355,2016,873
11355,2017,808
11355,2018,724
11355,2019,704
11355,2020,434
11355,2021,464
11355,2022,607
11356,2011,387
11356,2012,302
11356,2013,428
11356,2014,428
11356,2015,243
11356,2016,315
11356,2017,330
11356,2018,317
11356,2019,271
11356,2020,186
11356,2021,211
11356,2022,281
11357,2011,261
11357,2012,269
11357,2013,227
11357,2014,220
11357,2015,209
11357,2016,194
11357,2017,210
11357,2018,175
11357,2019,178
11357,2020,119
11357,2021,107
11357,2022,168
11358,2011,388
11358,2012,392
11358,2013,398
11358,2014,363
11358,2015,294
11358,2016,319
11358,2017,198
11358,2018,221
11358,2019,175
11358,2020,102
11358,2021,151
11358,2022,152
11359,2011,0
11359,2012,0
11359,2013,0
11359,2014,0
11359,2015,0
11359,2016,0
11359,2017,0
11359,2018,0
11359,2019,0
11359,2020,0
11359,2021,0
11359,2022,0
11360,2011,108
11360,2012,94
11360,2013,83
11360,2014,70
11360,2015,82
11360,2016,70
11360,2017,56
11360,2018,62
11360,2019,54
11360,2020,30
11360,2021,51
11360,2022,45
11361,2011,829
11361,2012,959
11361,2013,988
11361,2014,857
11361,2015,923
11361,2016,933
11361,2017,882
11361,2018,639
11361,2019,565
11361,2020,321
11361,2021,413
11361,2022,421
11362,2011,165
11362,2012,156
11362,2013,163
11362,2014,135
11362,2015,108
11362,2016,159
11362,2017,110
11362,2018,95
11362,2019,94
11362,2020,64
11362,2021,65
11362,2022,75
11363,2011,58
11363,2012,60
11363,2013,60
11363,2014,61
11363,2015,55
11363,2016,67
11363,2017,57
11363,2018,40
11363,2019,38
11363,2020,13
11363,2021,21
11363,2022,26
11364,2011,283
11364,2012,225
11364,2013,239
11364,2014,174
11364,2015,192
11364,2016,226
11364,2017,221
11364,2018,151
11364,2019,125
11364,2020,101
11364,2021,97
11364,2022,130
11365,2011,480
11365,2012,499
11365,2013,641
11365,2014,593
11365,2015,519
11365,2016,482
11365,2017,523
11365,2018,414
11365,2019,412
11365,2020,187
11365,2021,337
11365,2022,355
11366,2011,139
11366,2012,121
11366,2013,133
11366,2014,129
11366,2015,88
11366,2016,93
11366,2017,105
11366,2018,65
11366,2019,71
11366,2020,51
11366,2021,55
11366,2022,85
11367,2011,1011
11367,2012,1223
11367,2013,1224
11367,2014,1172
11367,2015,1110
11367,2016,1242
11367,2017,1299
11367,2018,1096
11367,2019,1031
11367,2020,758
11367,2021,888
11367,2022,931
11368,2011,3593
11368,2012,3261
11368,2013,3476
11368,2014,3399
11368,2015,2888
11368,2016,2208
11368,2017,1961
11368,2018,1768
11368,2019,1523
11368,2020,1034
11368,2021,1043
11368,2022,1220
11369,2011,1935
11369,2012,2062
11369,2013,2107
11369,2014,2180
11369,2015,1980
11369,2016,2045
11369,2017,2207
11369,2018,2159
11369,2019,2009
11369,2020,1379
11369,2021,1184
11369,2022,882
11370,2011,433
11370,2012,484
11370,2013,516
11370,2014,629
11370,2015,378
11370,2016,378
11370,2017,323
11370,2018,324
11370,2019,315
11370,2020,188
11370,2021,190
11370,2022,206
11371,2011,13
11371,2012,63
11371,2013,233
11371,2014,126
11371,2015,70
11371,2016,41
11371,2017,54
11371,2018,56
11371,2019,48
11371,2020,18
11371,2021,18
11371,2022,25
11372,2011,3557
11372,2012,2880
11372,2013,2812
11372,2014,2874
11372,2015,2293
11372,2016,1825
11372,2017,1573
11372,2018,1242
11372,2019,1151
11372,2020,597
11372,2021,738
11372,2022,1342
11373,2011,3795
11373,2012,3585
11373,2013,3689
11373,2014,3640
11373,2015,3713
11373,2016,3075
11373,2017,2549
11373,2018,2618
11373,2019,2445
11373,2020,1565
11373,2021,1766
11373,2022,2401
11374,2011,846
11374,2012,881
11374,2013,936
11374,2014,870
11374,2015,590
11374,2016,483
11374,2017,374
11374,2018,346
11374,2019,323
11374,2020,220
11374,2021,284
11374,2022,319
11375,2011,1501
11375,2012,1583
11375,2013,1608
11375,2014,1643
11375,2015,1535
11375,2016,1335
11375,2017,1088
11375,2018,1163
11375,2019,1253
11375,2020,796
11375,2021,1059
11375,2022,1181
11377,2011,1560
11377,2012,1333
11377,2013,1595
11377,2014,1626
11377,2015,1251
11377,2016,1116
11377,2017,986
11377,2018,937
11377,2019,813
11377,2020,515
11377,2021,751
11377,2022,918
11378,2011,673
11378,2012,604
11378,2013,549
11378,2014,598
11378,2015,496
11378,2016,393
11378,2017,362
11378,2018,371
11378,2019,319
11378,2020,259
11378,2021,307
11378,2022,278
11379,2011,483
11379,2012,419
11379,2013,452
11379,2014,383
11379,2015,294
11379,2016,263
11379,2017,256
11379,2018,201
11379,2019,188
11379,2020,198
11379,2021,177
11379,2022,173
11385,2011,3998
11385,2012,3841
11385,2013,3862
11385,2014,3671
11385,2015,3023
11385,2016,2605
11385,2017,2547
11385,2018,2255
11385,2019,1819
11385,2020,1510
11385,2021,1484
11385,2022,1617
11411,2011,479
11411,2012,435
11411,2013,407
11411,2014,401
11411,2015,287
11411,2016,312
11411,2017,294
11411,2018,221
11411,2019,187
11411,2020,154
11411,2021,115
11411,2022,156
11412,2011,1217
11412,2012,1244
11412,2013,1345
11412,2014,1093
11412,2015,873
11412,2016,1073
11412,2017,698
11412,2018,733
11412,2019,733
11412,2020,446
11412,2021,339
11412,2022,438
11413,2011,1110
11413,2012,1024
11413,2013,1172
11413,2014,1049
11413,2015,855
11413,2016,809
11413,2017,835
11413,2018,598
11413,2019,491
11413,2020,371
11413,2021,381
11413,2022,460
11414,2011,280
11414,2012,276
11414,2013,431
11414,2014,294
11414,2015,306
11414,2016,266
11414,2017,263
11414,2018,197
11414,2019,212
11414,2020,135
11414,2021,134
11414,2022,155
11415,2011,694
11415,2012,494
11415,2013,579
11415,2014,543
11415,2015,644
11415,2016,640
11415,2017,602
11415,2018,622
11415,2019,667
11415,2020,282
11415,2021,365
11415,2022,434
11416,2011,542
11416,2012,572
11416,2013,667
11416,2014,485
11416,2015,525
11416,2016,609
11416,2017,574
11416,2018,492
11416,2019,260
11416,2020,167
11416,2021,211
11416,2022,225
11417,2011,1466
11417,2012,1702
11417,2013,1871
11417,2014,1750
11417,2015,1558
11417,2016,1421
11417,2017,1209
11417,2018,1147
11417,2019,1093
11417,2020,832
11417,2021,871
11417,2022,1163
11418,2011,1684
11418,2012,1752
11418,2013,2011
11418,2014,1930
11418,2015,1706
11418,2016,1978
11418,2017,1951
11418,2018,1567
11418,2019,1269
11418,2020,1041
11418,2021,1180
11418,2022,1298
11419,2011,1221
11419,2012,1266
11419,2013,1336
11419,2014,1026
11419,2015,899
11419,2016,914
11419,2017,812
11419,2018,751
11419,2019,612
11419,2020,451
11419,2021,508
11419,2022,600
11420,2011,1155
11420,2012,1165
11420,2013,1260
11420,2014,1082
11420,2015,1025
11420,2016,1103
11420,2017,921
11420,2018,1010
11420,2019,785
11420,2020,508
11420,2021,614
11420,2022,678
11421,2011,619
11421,2012,599
11421,2013,722
11421,2014,585
11421,2015,511
11421,2016,673
11421,2017,676
11421,2018,434
11421,2019,315
11421,2020,235
11421,2021,223
11421,2022,275
11422,2011,582
11422,2012,606
11422,2013,894
11422,2014,558
11422,2015,495
11422,2016,406
11422,2017,494
11422,2018,319
11422,2019,254
11422,2020,202
11422,2021,189
11422,2022,206
11423,2011,599
11423,2012,559
11423,2013,586
11423,2014,530
11423,2015,501
11423,2016,484
11423,2017,473
11423,2018,347
11423,2019,324
11423,2020,233
11423,2021,233
11423,2022,391
11426,2011,233
11426,2012,201
11426,2013,221
11426,2014,255
11426,2015,199
11426,2016,177
11426,2017,188
11426,2018,144
11426,2019,124
11426,2020,96
11426,2021,94
11426,2022,103
11427,2011,281
11427,2012,308
11427,2013,334
11427,2014,309
11427,2015,251
11427,2016,249
11427,2017,196
11427,2018,171
11427,2019,122
11427,2020,81
11427,2021,117
11427,2022,120
11428,2011,1105
11428,2012,1238
11428,2013,1436
11428,2014,1560
11428,2015,1349
11428,2016,1363
11428,2017,1452
11428,2018,1387
11428,2019,1169
11428,2020,978
11428,2021,959
11428,2022,1362
11429,2011,738
11429,2012,724
11429,2013,649
11429,2014,733
11429,2015,485
11429,2016,481
11429,2017,463
11429,2018,389
11429,2019,316
11429,2020,226
11429,2021,238
11429,2022,227
11430,2011,13
11430,2012,38
11430,2013,47
11430,2014,38
11430,2015,37
11430,2016,51
11430,2017,45
11430,2018,58
11430,2019,43
11430,2020,20
11430,2021,24
11430,2022,27
11432,2011,3520
11432,2012,3434
11432,2013,4099
11432,2014,4351
11432,2015,3635
11432,2016,2773
11432,2017,2373
11432,2018,1935
11432,2019,1943
11432,2020,1430
11432,2021,1632
11432,2022,2157
11433,2011,4030
11433,2012,4534
11433,2013,4743
11433,2014,4491
11433,2015,4071
11433,2016,2543
11433,2017,2072
11433,2018,1641
11433,2019,1469
11433,2020,919
11433,2021,941
11433,2022,1188
11434,2011,3418
11434,2012,4213
11434,2013,5130
11434,2014,6007
11434,2015,5067
11434,2016,4842
11434,2017,4484
11434,2018,4661
11434,2019,4602
11434,2020,2481
11434,2021,2553
11434,2022,2722
11435,2011,2138
11435,2012,2051
11435,2013,2434
11435,2014,2595
11435,2015,2371
11435,2016,1900
11435,2017,1651
11435,2018,1296
11435,2019,1137
11435,2020,889
11435,2021,928
11435,2022,1354
11436,2011,693
11436,2012,701
11436,2013,632
11436,2014,720
11436,2015,500
11436,2016,434
11436,2017,401
11436,2018,420
11436,2019,381
11436,2020,218
11436,2021,219
11436,2022,278
11451,2011,2
11451,2012,1
11451,2013,0
11451,2014,0
11451,2015,7
11451,2016,3
11451,2017,3
11451,2018,0
11451,2019,6
11451,2020,0
11451,2021,0
11451,2022,0
11691,2011,3189
11691,2012,3025
11691,2013,3129
11691,2014,3933
11691,2015,2967
11691,2016,2656
11691,2017,2497
11691,2018,2500
11691,2019,2007
11691,2020,1473
11691,2021,1419
11691,2022,1471
11692,2011,774
11692,2012,694
11692,2013,696
11692,2014,1054
11692,2015,813
11692,2016,855
11692,2017,805
11692,2018,624
11692,2019,486
11692,2020,361
11692,2021,280
11692,2022,281
11693,2011,1170
11693,2012,1037
11693,2013,988
11693,2014,1194
11693,2015,1097
11693,2016,1087
11693,2017,933
11693,2018,805
11693,2019,734
11693,2020,478
11693,2021,498
11693,2022,623
11694,2011,388
11694,2012,399
11694,2013,415
11694,2014,407
11694,2015,390
11694,2016,354
11694,2017,325
11694,2018,306
11694,2019,258
11694,2020,123
11694,2021,108
11694,2022,192
11697,2011,18
11697,2012,18
11697,2013,14
11697,2014,12
11697,2015,12
11697,2016,7
11697,2017,9
11697,2018,11
11697,2019,4
11697,2020,3
11697,2021,4
11697,2022,3
