zip,year,count
11101,2020-01-01T00:00:00Z,577
11102,2020-01-01T00:00:00Z,763
11103,2020-01-01T00:00:00Z,836
11104,2020-01-01T00:00:00Z,876
11105,2020-01-01T00:00:00Z,667
11106,2020-01-01T00:00:00Z,934
11109,2020-01-01T00:00:00Z,3
11201,2020-01-01T00:00:00Z,659
11203,2020-01-01T00:00:00Z,3953
11204,2020-01-01T00:00:00Z,1332
11205,2020-01-01T00:00:00Z,855
11206,2020-01-01T00:00:00Z,1901
11207,2020-01-01T00:00:00Z,3969
11208,2020-01-01T00:00:00Z,3223
11209,2020-01-01T00:00:00Z,3085
11210,2020-01-01T00:00:00Z,2353
11211,2020-01-01T00:00:00Z,1641
11212,2020-01-01T00:00:00Z,4381
11213,2020-01-01T00:00:00Z,4684
11214,2020-01-01T00:00:00Z,2356
11215,2020-01-01T00:00:00Z,1099
11216,2020-01-01T00:00:00Z,3170
11217,2020-01-01T00:00:00Z,692
11218,2020-01-01T00:00:00Z,2100
11219,2020-01-01T00:00:00Z,1331
11220,2020-01-01T00:00:00Z,2302
11221,2020-01-01T00:00:00Z,3533
11222,2020-01-01T00:00:00Z,834
11223,2020-01-01T00:00:00Z,1260
11224,2020-01-01T00:00:00Z,736
11225,2020-01-01T00:00:00Z,5837
11226,2020-01-01T00:00:00Z,9961
11228,2020-01-01T00:00:00Z,338
11229,2020-01-01T00:00:00Z,1727
11230,2020-01-01T00:00:00Z,3473
11231,2020-01-01T00:00:00Z,811
11232,2020-01-01T00:00:00Z,1059
11233,2020-01-01T00:00:00Z,3780
11234,2020-01-01T00:00:00Z,899
11235,2020-01-01T00:00:00Z,2130
11236,2020-01-01T00:00:00Z,1601
11237,2020-01-01T00:00:00Z,2237
11238,2020-01-01T00:00:00Z,2444
11239,2020-01-01T00:00:00Z,354
11241,2020-01-01T00:00:00Z,1
11249,2020-01-01T00:00:00Z,653
11354,2020-01-01T00:00:00Z,1047
11355,2020-01-01T00:00:00Z,2013
11356,2020-01-01T00:00:00Z,203
11357,2020-01-01T00:00:00Z,99
11358,2020-01-01T00:00:00Z,367
11360,2020-01-01T00:00:00Z,57
11361,2020-01-01T00:00:00Z,186
11362,2020-01-01T00:00:00Z,30
11363,2020-01-01T00:00:00Z,41
11364,2020-01-01T00:00:00Z,227
11365,2020-01-01T00:00:00Z,243
11366,2020-01-01T00:00:00Z,161
11367,2020-01-01T00:00:00Z,659
11368,2020-01-01T00:00:00Z,1653
11369,2020-01-01T00:00:00Z,377
11370,2020-01-01T00:00:00Z,187
11372,2020-01-01T00:00:00Z,1533
11373,2020-01-01T00:00:00Z,3114
11374,2020-01-01T00:00:00Z,880
11375,2020-01-01T00:00:00Z,1312
11377,2020-01-01T00:00:00Z,1723
11378,2020-01-01T00:00:00Z,246
11379,2020-01-01T00:00:00Z,222
11385,2020-01-01T00:00:00Z,2561
11411,2020-01-01T00:00:00Z,112
11412,2020-01-01T00:00:00Z,499
11413,2020-01-01T00:00:00Z,387
11414,2020-01-01T00:00:00Z,198
11415,2020-01-01T00:00:00Z,649
11416,2020-01-01T00:00:00Z,355
11417,2020-01-01T00:00:00Z,363
11418,2020-01-01T00:00:00Z,733
11419,2020-01-01T00:00:00Z,625
11420,2020-01-01T00:00:00Z,361
11421,2020-01-01T00:00:00Z,628
11422,2020-01-01T00:00:00Z,254
11423,2020-01-01T00:00:00Z,545
11426,2020-01-01T00:00:00Z,47
11427,2020-01-01T00:00:00Z,452
11428,2020-01-01T00:00:00Z,168
11429,2020-01-01T00:00:00Z,177
11430,2020-01-01T00:00:00Z,6
11432,2020-01-01T00:00:00Z,1723
11433,2020-01-01T00:00:00Z,634
11434,2020-01-01T00:00:00Z,978
11435,2020-01-01T00:00:00Z,974
11436,2020-01-01T00:00:00Z,277
11452,2020-01-01T00:00:00Z,14
11691,2020-01-01T00:00:00Z,2192
11692,2020-01-01T00:00:00Z,718
11693,2020-01-01T00:00:00Z,143
11694,2020-01-01T00:00:00Z,507
11697,2020-01-01T00:00:00Z,1
NA,2020-01-01T00:00:00Z,321
1901,2021-01-01T00:00:00Z,6
2015,2021-01-01T00:00:00Z,1
2016,2021-01-01T00:00:00Z,12
2017,2021-01-01T00:00:00Z,1
2018,2021-01-01T00:00:00Z,3
2019,2021-01-01T00:00:00Z,1
10001,2021-01-01T00:00:00Z,531
10002,2021-01-01T00:00:00Z,1650
10003,2021-01-01T00:00:00Z,1663
10004,2021-01-01T00:00:00Z,17
10005,2021-01-01T00:00:00Z,21
10006,2021-01-01T00:00:00Z,32
10007,2021-01-01T00:00:00Z,40
10009,2021-01-01T00:00:00Z,1851
10010,2021-01-01T00:00:00Z,599
10011,2021-01-01T00:00:00Z,965
10012,2021-01-01T00:00:00Z,674
10013,2021-01-01T00:00:00Z,492
10014,2021-01-01T00:00:00Z,855
10016,2021-01-01T00:00:00Z,1017
10017,2021-01-01T00:00:00Z,213
10018,2021-01-01T00:00:00Z,238
10019,2021-01-01T00:00:00Z,1110
10021,2021-01-01T00:00:00Z,462
10022,2021-01-01T00:00:00Z,529
10023,2021-01-01T00:00:00Z,803
10024,2021-01-01T00:00:00Z,1437
10025,2021-01-01T00:00:00Z,3287
10026,2021-01-01T00:00:00Z,2447
10027,2021-01-01T00:00:00Z,4115
10028,2021-01-01T00:00:00Z,817
10029,2021-01-01T00:00:00Z,2874
10030,2021-01-01T00:00:00Z,2645
10031,2021-01-01T00:00:00Z,5401
10032,2021-01-01T00:00:00Z,5795
10033,2021-01-01T00:00:00Z,4658
10034,2021-01-01T00:00:00Z,3887
10035,2021-01-01T00:00:00Z,2041
10036,2021-01-01T00:00:00Z,924
10037,2021-01-01T00:00:00Z,1157
10038,2021-01-01T00:00:00Z,237
10039,2021-01-01T00:00:00Z,2690
10040,2021-01-01T00:00:00Z,3511
10044,2021-01-01T00:00:00Z,84
10065,2021-01-01T00:00:00Z,448
10069,2021-01-01T00:00:00Z,26
10075,2021-01-01T00:00:00Z,438
10119,2021-01-01T00:00:00Z,1
10121,2021-01-01T00:00:00Z,1
10128,2021-01-01T00:00:00Z,938
10129,2021-01-01T00:00:00Z,11
10280,2021-01-01T00:00:00Z,23
10282,2021-01-01T00:00:00Z,21
10301,2021-01-01T00:00:00Z,1090
10302,2021-01-01T00:00:00Z,391
10303,2021-01-01T00:00:00Z,615
10304,2021-01-01T00:00:00Z,1091
10305,2021-01-01T00:00:00Z,264
10306,2021-01-01T00:00:00Z,317
10307,2021-01-01T00:00:00Z,27
10308,2021-01-01T00:00:00Z,46
10309,2021-01-01T00:00:00Z,99
10310,2021-01-01T00:00:00Z,328
10312,2021-01-01T00:00:00Z,158
10314,2021-01-01T00:00:00Z,400
10364,2021-01-01T00:00:00Z,2
10451,2021-01-01T00:00:00Z,3812
10452,2021-01-01T00:00:00Z,8241
10453,2021-01-01T00:00:00Z,6662
10454,2021-01-01T00:00:00Z,2031
10455,2021-01-01T00:00:00Z,2556
10456,2021-01-01T00:00:00Z,6222
10457,2021-01-01T00:00:00Z,9427
10458,2021-01-01T00:00:00Z,8089
10459,2021-01-01T00:00:00Z,3642
10460,2021-01-01T00:00:00Z,4616
10461,2021-01-01T00:00:00Z,1844
10462,2021-01-01T00:00:00Z,5928
10463,2021-01-01T00:00:00Z,3781
10464,2021-01-01T00:00:00Z,77
10465,2021-01-01T00:00:00Z,649
10466,2021-01-01T00:00:00Z,3093
10467,2021-01-01T00:00:00Z,7683
10468,2021-01-01T00:00:00Z,8024
10469,2021-01-01T00:00:00Z,1768
10470,2021-01-01T00:00:00Z,936
10471,2021-01-01T00:00:00Z,439
10472,2021-01-01T00:00:00Z,4048
10473,2021-01-01T00:00:00Z,1742
10474,2021-01-01T00:00:00Z,1086
10475,2021-01-01T00:00:00Z,581
11001,2021-01-01T00:00:00Z,14
11004,2021-01-01T00:00:00Z,46
11005,2021-01-01T00:00:00Z,3
11040,2021-01-01T00:00:00Z,8
11101,2021-01-01T00:00:00Z,493
11102,2021-01-01T00:00:00Z,732
11103,2021-01-01T00:00:00Z,692
11104,2021-01-01T00:00:00Z,852
11105,2021-01-01T00:00:00Z,843
11106,2021-01-01T00:00:00Z,784
11109,2021-01-01T00:00:00Z,6
11201,2021-01-01T00:00:00Z,559
11203,2021-01-01T00:00:00Z,3449
11204,2021-01-01T00:00:00Z,1531
11205,2021-01-01T00:00:00Z,949
11206,2021-01-01T00:00:00Z,1901
11207,2021-01-01T00:00:00Z,3631
11208,2021-01-01T00:00:00Z,3489
11209,2021-01-01T00:00:00Z,2794
11210,2021-01-01T00:00:00Z,3009
11211,2021-01-01T00:00:00Z,1663
11212,2021-01-01T00:00:00Z,3875
11213,2021-01-01T00:00:00Z,5309
11214,2021-01-01T00:00:00Z,1531
11215,2021-01-01T00:00:00Z,1201
11216,2021-01-01T00:00:00Z,3317
11217,2021-01-01T00:00:00Z,745
11218,2021-01-01T00:00:00Z,1911
11219,2021-01-01T00:00:00Z,1075
11220,2021-01-01T00:00:00Z,2524
11221,2021-01-01T00:00:00Z,3588
11222,2021-01-01T00:00:00Z,842
11223,2021-01-01T00:00:00Z,1234
11224,2021-01-01T00:00:00Z,828
11225,2021-01-01T00:00:00Z,5133
11226,2021-01-01T00:00:00Z,10176
11228,2021-01-01T00:00:00Z,302
11229,2021-01-01T00:00:00Z,1448
11230,2021-01-01T00:00:00Z,3189
11231,2021-01-01T00:00:00Z,567
11232,2021-01-01T00:00:00Z,673
11233,2021-01-01T00:00:00Z,3739
11234,2021-01-01T00:00:00Z,882
11235,2021-01-01T00:00:00Z,1788
11236,2021-01-01T00:00:00Z,1364
11237,2021-01-01T00:00:00Z,2243
11238,2021-01-01T00:00:00Z,2284
11239,2021-01-01T00:00:00Z,496
11249,2021-01-01T00:00:00Z,558
11354,2021-01-01T00:00:00Z,841
11355,2021-01-01T00:00:00Z,1484
11356,2021-01-01T00:00:00Z,255
11357,2021-01-01T00:00:00Z,109
11358,2021-01-01T00:00:00Z,464
11360,2021-01-01T00:00:00Z,58
11361,2021-01-01T00:00:00Z,262
11362,2021-01-01T00:00:00Z,21
11363,2021-01-01T00:00:00Z,41
11364,2021-01-01T00:00:00Z,280
11365,2021-01-01T00:00:00Z,270
11366,2021-01-01T00:00:00Z,97
11367,2021-01-01T00:00:00Z,624
11368,2021-01-01T00:00:00Z,1792
11369,2021-01-01T00:00:00Z,508
11370,2021-01-01T00:00:00Z,141
11372,2021-01-01T00:00:00Z,1593
11373,2021-01-01T00:00:00Z,1628
11374,2021-01-01T00:00:00Z,816
11375,2021-01-01T00:00:00Z,1522
11377,2021-01-01T00:00:00Z,1558
11378,2021-01-01T00:00:00Z,219
11379,2021-01-01T00:00:00Z,418
11385,2021-01-01T00:00:00Z,2267
11411,2021-01-01T00:00:00Z,83
11412,2021-01-01T00:00:00Z,476
11413,2021-01-01T00:00:00Z,364
11414,2021-01-01T00:00:00Z,168
11415,2021-01-01T00:00:00Z,517
11416,2021-01-01T00:00:00Z,341
11417,2021-01-01T00:00:00Z,243
11418,2021-01-01T00:00:00Z,506
11419,2021-01-01T00:00:00Z,683
11420,2021-01-01T00:00:00Z,512
11421,2021-01-01T00:00:00Z,426
11422,2021-01-01T00:00:00Z,217
11423,2021-01-01T00:00:00Z,579
11426,2021-01-01T00:00:00Z,92
11427,2021-01-01T00:00:00Z,323
11428,2021-01-01T00:00:00Z,142
11429,2021-01-01T00:00:00Z,180
11430,2021-01-01T00:00:00Z,2
11432,2021-01-01T00:00:00Z,1591
11433,2021-01-01T00:00:00Z,746
11434,2021-01-01T00:00:00Z,884
11435,2021-01-01T00:00:00Z,1147
11436,2021-01-01T00:00:00Z,249
11452,2021-01-01T00:00:00Z,14
11691,2021-01-01T00:00:00Z,2069
11692,2021-01-01T00:00:00Z,658
11693,2021-01-01T00:00:00Z,205
11694,2021-01-01T00:00:00Z,624
111010,2021-01-01T00:00:00Z,2
11101401,2021-01-01T00:00:00Z,1
NA,2021-01-01T00:00:00Z,408
103,2022-01-01T00:00:00Z,1
1257,2022-01-01T00:00:00Z,1
1901,2022-01-01T00:00:00Z,2
2015,2022-01-01T00:00:00Z,3
2016,2022-01-01T00:00:00Z,16
2018,2022-01-01T00:00:00Z,4
10001,2022-01-01T00:00:00Z,607
10002,2022-01-01T00:00:00Z,2592
10003,2022-01-01T00:00:00Z,2144
10004,2022-01-01T00:00:00Z,27
10005,2022-01-01T00:00:00Z,56
10006,2022-01-01T00:00:00Z,75
10007,2022-01-01T00:00:00Z,51
10009,2022-01-01T00:00:00Z,2344
10010,2022-01-01T00:00:00Z,798
10011,2022-01-01T00:00:00Z,1254
10012,2022-01-01T00:00:00Z,870
10013,2022-01-01T00:00:00Z,661
10014,2022-01-01T00:00:00Z,1113
10016,2022-01-01T00:00:00Z,1237
10017,2022-01-01T00:00:00Z,379
10018,2022-01-01T00:00:00Z,491
10019,2022-01-01T00:00:00Z,2047
10021,2022-01-01T00:00:00Z,898
10022,2022-01-01T00:00:00Z,513
10023,2022-01-01T00:00:00Z,1140
10024,2022-01-01T00:00:00Z,1977
10025,2022-01-01T00:00:00Z,4769
10026,2022-01-01T00:00:00Z,4143
10027,2022-01-01T00:00:00Z,5007
10028,2022-01-01T00:00:00Z,998
10029,2022-01-01T00:00:00Z,3612
10030,2022-01-01T00:00:00Z,4097
10031,2022-01-01T00:00:00Z,7338
10032,2022-01-01T00:00:00Z,7166
10033,2022-01-01T00:00:00Z,5676
10034,2022-01-01T00:00:00Z,4736
10035,2022-01-01T00:00:00Z,2837
10036,2022-01-01T00:00:00Z,1630
10037,2022-01-01T00:00:00Z,2043
10038,2022-01-01T00:00:00Z,360
10039,2022-01-01T00:00:00Z,3545
10040,2022-01-01T00:00:00Z,4460
10044,2022-01-01T00:00:00Z,92
10065,2022-01-01T00:00:00Z,770
10069,2022-01-01T00:00:00Z,34
10075,2022-01-01T00:00:00Z,527
10103,2022-01-01T00:00:00Z,2
10128,2022-01-01T00:00:00Z,1193
10280,2022-01-01T00:00:00Z,15
10282,2022-01-01T00:00:00Z,22
10301,2022-01-01T00:00:00Z,1321
10302,2022-01-01T00:00:00Z,416
10303,2022-01-01T00:00:00Z,588
10304,2022-01-01T00:00:00Z,1408
10305,2022-01-01T00:00:00Z,418
10306,2022-01-01T00:00:00Z,575
10307,2022-01-01T00:00:00Z,63
10308,2022-01-01T00:00:00Z,143
10309,2022-01-01T00:00:00Z,290
10310,2022-01-01T00:00:00Z,309
10312,2022-01-01T00:00:00Z,289
10314,2022-01-01T00:00:00Z,538
10435,2022-01-01T00:00:00Z,1
10451,2022-01-01T00:00:00Z,5058
10452,2022-01-01T00:00:00Z,12720
10453,2022-01-01T00:00:00Z,8913
10454,2022-01-01T00:00:00Z,2731
10455,2022-01-01T00:00:00Z,3586
10456,2022-01-01T00:00:00Z,8529
10457,2022-01-01T00:00:00Z,11906
10458,2022-01-01T00:00:00Z,11960
10459,2022-01-01T00:00:00Z,5546
10460,2022-01-01T00:00:00Z,6195
10461,2022-01-01T00:00:00Z,2747
10462,2022-01-01T00:00:00Z,8375
10463,2022-01-01T00:00:00Z,5318
10464,2022-01-01T00:00:00Z,84
10465,2022-01-01T00:00:00Z,647
10466,2022-01-01T00:00:00Z,3949
10467,2022-01-01T00:00:00Z,10859
10468,2022-01-01T00:00:00Z,10030
10469,2022-01-01T00:00:00Z,2849
10470,2022-01-01T00:00:00Z,1281
10471,2022-01-01T00:00:00Z,657
10472,2022-01-01T00:00:00Z,5226
10473,2022-01-01T00:00:00Z,2317
10474,2022-01-01T00:00:00Z,1365
10475,2022-01-01T00:00:00Z,548
11001,2022-01-01T00:00:00Z,10
11004,2022-01-01T00:00:00Z,13
11005,2022-01-01T00:00:00Z,4
11040,2022-01-01T00:00:00Z,3
11101,2022-01-01T00:00:00Z,868
11102,2022-01-01T00:00:00Z,1138
11103,2022-01-01T00:00:00Z,1050
11104,2022-01-01T00:00:00Z,1886
11105,2022-01-01T00:00:00Z,1146
11106,2022-01-01T00:00:00Z,2409
11109,2022-01-01T00:00:00Z,6
11201,2022-01-01T00:00:00Z,937
11203,2022-01-01T00:00:00Z,4806
11204,2022-01-01T00:00:00Z,1749
11205,2022-01-01T00:00:00Z,1020
11206,2022-01-01T00:00:00Z,2809
11207,2022-01-01T00:00:00Z,5526
11208,2022-01-01T00:00:00Z,4642
11209,2022-01-01T00:00:00Z,3351
11210,2022-01-01T00:00:00Z,3830
11211,2022-01-01T00:00:00Z,2203
11212,2022-01-01T00:00:00Z,5643
11213,2022-01-01T00:00:00Z,6369
11214,2022-01-01T00:00:00Z,2532
11215,2022-01-01T00:00:00Z,1572
11216,2022-01-01T00:00:00Z,4022
11217,2022-01-01T00:00:00Z,823
11218,2022-01-01T00:00:00Z,2812
11219,2022-01-01T00:00:00Z,1486
11220,2022-01-01T00:00:00Z,2925
11221,2022-01-01T00:00:00Z,4651
11222,2022-01-01T00:00:00Z,1429
11223,2022-01-01T00:00:00Z,1665
11224,2022-01-01T00:00:00Z,955
11225,2022-01-01T00:00:00Z,7056
11226,2022-01-01T00:00:00Z,12986
11228,2022-01-01T00:00:00Z,434
11229,2022-01-01T00:00:00Z,1938
11230,2022-01-01T00:00:00Z,4259
11231,2022-01-01T00:00:00Z,711
11232,2022-01-01T00:00:00Z,848
11233,2022-01-01T00:00:00Z,4523
11234,2022-01-01T00:00:00Z,1086
11235,2022-01-01T00:00:00Z,2407
11236,2022-01-01T00:00:00Z,2428
11237,2022-01-01T00:00:00Z,2802
11238,2022-01-01T00:00:00Z,2928
11239,2022-01-01T00:00:00Z,658
11241,2022-01-01T00:00:00Z,1
11249,2022-01-01T00:00:00Z,830
11354,2022-01-01T00:00:00Z,911
11355,2022-01-01T00:00:00Z,2562
11356,2022-01-01T00:00:00Z,342
11357,2022-01-01T00:00:00Z,96
11358,2022-01-01T00:00:00Z,465
11360,2022-01-01T00:00:00Z,107
11361,2022-01-01T00:00:00Z,304
11362,2022-01-01T00:00:00Z,27
11363,2022-01-01T00:00:00Z,61
11364,2022-01-01T00:00:00Z,545
11365,2022-01-01T00:00:00Z,470
11366,2022-01-01T00:00:00Z,148
11367,2022-01-01T00:00:00Z,1034
11368,2022-01-01T00:00:00Z,2224
11369,2022-01-01T00:00:00Z,613
11370,2022-01-01T00:00:00Z,196
11372,2022-01-01T00:00:00Z,2038
11373,2022-01-01T00:00:00Z,2666
11374,2022-01-01T00:00:00Z,1234
11375,2022-01-01T00:00:00Z,1785
11377,2022-01-01T00:00:00Z,1902
11378,2022-01-01T00:00:00Z,319
11379,2022-01-01T00:00:00Z,529
11384,2022-01-01T00:00:00Z,2
11385,2022-01-01T00:00:00Z,2392
11411,2022-01-01T00:00:00Z,173
11412,2022-01-01T00:00:00Z,554
11413,2022-01-01T00:00:00Z,497
11414,2022-01-01T00:00:00Z,196
11415,2022-01-01T00:00:00Z,746
11416,2022-01-01T00:00:00Z,397
11417,2022-01-01T00:00:00Z,409
11418,2022-01-01T00:00:00Z,856
11419,2022-01-01T00:00:00Z,799
11420,2022-01-01T00:00:00Z,863
11421,2022-01-01T00:00:00Z,601
11422,2022-01-01T00:00:00Z,376
11423,2022-01-01T00:00:00Z,709
11426,2022-01-01T00:00:00Z,94
11427,2022-01-01T00:00:00Z,380
11428,2022-01-01T00:00:00Z,197
11429,2022-01-01T00:00:00Z,254
11432,2022-01-01T00:00:00Z,2331
11433,2022-01-01T00:00:00Z,839
11434,2022-01-01T00:00:00Z,1171
11435,2022-01-01T00:00:00Z,1548
11436,2022-01-01T00:00:00Z,273
11452,2022-01-01T00:00:00Z,4
11691,2022-01-01T00:00:00Z,2879
11692,2022-01-01T00:00:00Z,829
11693,2022-01-01T00:00:00Z,238
11694,2022-01-01T00:00:00Z,633
111010,2022-01-01T00:00:00Z,1
112226,2022-01-01T00:00:00Z,1
NA,2022-01-01T00:00:00Z,532
